filter_name,category,description,games,graded,wins,losses,pushes,hit_rate,hit_rate_minus_breakeven,hit_rate_wilson_low,hit_rate_wilson_high,net_units_1u_each,roi_per_1u,target_roi_10pct_gap,recent_2022_plus_graded,recent_2022_plus_roi,season_count,positive_seasons,losing_seasons,positive_season_rate,max_drawdown_units,avg_closing_total,avg_hgb_abs_edge,avg_market_residual,line_movement_clv_proxy_note,overfit_flags,shortlist_candidate,score
hgb_under_3p5_combo_high_pass_rate_total_ge_56_dewpoint_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total >= 56, and dewpoint >= 70F.",13,13,8,5,0,0.6153846153846154,0.09157509157509158,0.35522480972268555,0.8229055341876319,2.2727272727272725,0.17482517482517482,0.07482517482517481,3,0.2727272727272727,7,3,4,0.42857142857142855,-2.0,62.53846153846154,6.87801184026937,-3.8461538461538463,true current-to-close CLV not available in historical file,"small_sample,thin_recent_sample,weak_season_stability",False,45.58927072927073
hgb_under_3p5_combo_high_pass_rate_total_ge_60_humid_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total >= 60, and humidity >= 70%.",56,54,32,22,2,0.5925925925925926,0.06878306878306872,0.45966610248851525,0.7132198481075954,7.09090909090909,0.1313131313131313,0.03131313131313129,9,0.2727272727272727,10,6,4,0.6,-4.363636363636363,66.91964285714286,6.618043308485954,-2.294642857142857,true current-to-close CLV not available in historical file,"small_sample,thin_recent_sample",False,44.15676767676767
hgb_under_3p5_combo_high_pass_rate_total_ge_58_humid_ge_70,weather_team_style_total_grid,"HGB under 3.5+ with top 30% pass-rate proxy, total >= 58, and humidity >= 70%.",63,61,36,25,2,0.5901639344262295,0.06635441061670566,0.46499566253828867,0.7046485165072622,7.7272727272727275,0.12667660208643816,0.026676602086438156,12,0.2727272727272727,10,6,4,0.6,-4.181818181818182,65.97619047619048,6.490956328059664,-2.611111111111111,true current-to-close CLV not available in historical file,"small_sample,thin_recent_sample",False,43.869478390462
hgb_under_3p5_combo_total_ge_58_cold_le_50,weather_total_combo_grid,HGB under 3.5+ with total >= 58 and temp <= 50F.,110,108,59,49,2,0.5462962962962963,0.022486772486772444,0.45242362376844814,0.6369885448700549,4.6363636363636385,0.04292929292929295,-0.05707070707070706,26,0.395104895104895,10,5,5,0.5,-11.727272727272725,64.85909090909091,6.174968309156594,-0.07727272727272727,true current-to-close CLV not available in historical file,"thin_recent_sample,weak_season_stability",False,43.21586635586635
hgb_under_3p5_combo_total_ge_58_cold_le_45,weather_total_combo_grid,HGB under 3.5+ with total >= 58 and temp <= 45F.,75,73,39,34,2,0.5342465753424658,0.010437051532941943,0.42098744972394103,0.6440814712771834,1.4545454545454541,0.019925280199252795,-0.08007471980074721,20,0.43181818181818177,10,5,5,0.5,-11.454545454545453,64.46,6.130817166239088,-1.4066666666666667,true current-to-close CLV not available in historical file,"small_sample,thin_recent_sample,weak_season_stability",False,43.20707347447073
hgb_under_3p5_combo_total_60_63_dewpoint_ge_70,weather_total_combo_grid,HGB under 3.5+ with total 60-63 and dewpoint >= 70F.,12,12,7,5,0,0.5833333333333334,0.059523809523809534,0.3195073356553728,0.8067425380947535,1.3636363636363633,0.1136363636363636,0.0136363636363636,6,0.2727272727272727,6,4,2,0.6666666666666666,-2.0,61.041666666666664,5.515544485374591,-4.541666666666667,true current-to-close CLV not available in historical file,"small_sample,thin_recent_sample",False,43.021818181818176
hgb_under_3p5_humidity_ge_80,weather_single,HGB under 3.5+ with humidity at least 80%.,275,273,154,119,2,0.5641025641025641,0.04029304029304026,0.5047929910984469,0.6216330951544863,20.999999999999996,0.07692307692307691,-0.023076923076923092,66,0.24380165289256198,10,8,2,0.8,-8.636363636363635,56.90181818181818,6.203090162099493,-0.8872727272727273,true current-to-close CLV not available in historical file,none,True,42.92916719643993
hgb_under_3p5_combo_total_ge_58_wind_ge_10,weather_total_combo_grid,HGB under 3.5+ with total >= 58 and wind >= 10 mph.,260,257,156,101,3,0.6070038910505836,0.08319436724105977,0.546133940787794,0.6647219963019954,40.81818181818181,0.15882561018747787,0.05882561018747787,71,0.18309859154929578,10,6,4,0.6,-10.636363636363646,65.21153846153847,6.316717160269378,-1.6615384615384616,true current-to-close CLV not available in historical file,none,True,42.54317561541872
hgb_under_3p5_combo_total_ge_56_wind_ge_12,weather_total_combo_grid,HGB under 3.5+ with total >= 56 and wind >= 12 mph.,159,157,94,63,2,0.5987261146496815,0.07491659084015767,0.520579878969548,0.6721563285787479,22.454545454545457,0.14302258251302838,0.04302258251302837,43,0.24312896405919654,10,5,5,0.5,-9.454545454545455,63.76729559748428,6.399160270387997,-1.5031446540880504,true current-to-close CLV not available in historical file,weak_season_stability,False,42.501666285129474
hgb_under_3p5_humidity_ge_90,weather_single,HGB under 3.5+ with humidity at least 90%.,150,148,84,64,2,0.5675675675675675,0.04375804375804371,0.4870391324215402,0.6446770771020687,12.36363636363636,0.08353808353808351,-0.016461916461916498,32,0.25284090909090906,10,8,2,0.8,-6.363636363636365,55.21,6.39371713374464,-0.9233333333333333,true current-to-close CLV not available in historical file,none,True,42.26835380835381
