season,games_with_totals,avg_market_total,avg_market_residual,weather_games
2022,563,53.36856127886323,1.6207815275310835,548
2023,480,51.371875,-0.034375,466
2024,646,51.77399380804953,0.5294117647058824,621
2025,656,52.51219512195122,0.25914634146341464,631
