card_strategy,base_strategy,legs,season,week,weekly_rank,game_id,matchup,side,result,straight_units,abs_pred_edge,market_residual,total_bin,line_provider
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,1,1,400869090,Hawai'i at California,under,loss,-1.0,5.0682476300282016,16.0,63+,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,1,1,400869507,Oklahoma at Houston,under,win,0.9090909090909091,4.704696529060801,-9.5,63+,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,2,1,400869430,Troy at Clemson,under,win,0.9090909090909091,10.697025273230008,-8.0,56-63,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,2,1,400869511,Cincinnati at Purdue,under,loss,-1.0,8.558090690991504,0.5,56-63,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,3,1,400869109,Arizona State at UTSA,under,loss,-1.0,9.395962686329131,2.0,56-63,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,3,1,400868995,New Mexico State at Kentucky,under,loss,-1.0,7.740946043312929,38.5,63+,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,4,1,400869450,Syracuse at UConn,under,win,0.9090909090909091,10.251238457098134,-3.0,56-63,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,4,1,400869203,Nevada at Purdue,under,win,0.9090909090909091,7.453197807697516,-21.5,56-63,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,5,1,400869126,Arizona State at USC,under,win,0.9090909090909091,8.668008201944081,-2.5,63+,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,5,1,400869453,Louisville at Clemson,under,loss,-1.0,7.587294521387339,14.0,63+,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,6,1,400869217,Hawai'i at San José State,under,win,0.9090909090909091,7.179716747585553,-11.5,56-63,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,6,1,400869134,California at Oregon State,under,loss,-1.0,6.95922501315306,21.0,63+,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,7,1,400869541,Tulsa at Houston,under,loss,-1.0,8.55617674698255,1.0,63+,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,7,1,400869462,NC State at Clemson,under,win,0.9090909090909091,4.653693149960715,-19.0,56-63,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,8,1,400869225,Hawai'i at Air Force,under,loss,-1.0,13.050216980759185,3.0,56-63,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,8,1,400869544,East Carolina at Cincinnati,under,win,0.9090909090909091,11.244438382157382,-13.0,56-63,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,9,1,400869145,California at USC,under,win,0.9090909090909091,7.8837923279727615,-4.0,63+,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,9,1,400869391,Middle Tennessee at Florida International,under,loss,-1.0,6.519493782860732,14.5,56-63,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,10,1,400869477,Syracuse at Clemson,under,win,0.9090909090909091,9.519419557440296,-15.0,63+,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,10,1,400869479,Florida State at NC State,under,win,0.9090909090909091,8.80676467950402,-14.0,56-63,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,11,1,400869485,Pittsburgh at Clemson,under,loss,-1.0,7.6174450794327235,24.0,56-63,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,11,1,400869692,Northwestern at Purdue,under,loss,-1.0,7.344235773224422,4.0,56-63,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,12,1,400869623,Oklahoma State at TCU,under,win,0.9090909090909091,12.23681664370923,-31.5,63+,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,12,1,400869332,Ball State at Toledo,under,win,0.9090909090909091,8.346077629700837,-12.5,63+,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,13,1,400869169,UCLA at California,under,win,0.9090909090909091,8.960543489627995,-24.5,63+,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2016,13,1,400869252,Boise State at Air Force,under,win,0.9090909090909091,7.640836055644723,-16.5,63+,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,1,1,400933829,Georgia Southern at Auburn,under,win,0.9090909090909091,9.763862942831048,-11.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,1,1,400941789,UL Monroe at Memphis,under,loss,-1.0,8.078854370504585,4.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,2,1,400938601,North Texas at SMU,under,loss,-1.0,6.9782831767894855,21.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,2,1,400941798,Louisiana at Tulsa,under,loss,-1.0,6.112845774057524,49.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,3,1,400934511,Texas at USC,under,win,0.9090909090909091,10.541415457897726,-16.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,3,1,400944837,Troy at New Mexico State,under,win,0.9090909090909091,7.876360114437367,-9.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,4,1,400938619,UTEP at New Mexico State,under,win,0.9090909090909091,9.535071158518027,-4.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,4,1,400934518,Texas Tech at Houston,under,win,0.9090909090909091,6.727301645350376,-17.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,5,1,400938623,Middle Tennessee at Florida Atlantic,under,win,0.9090909090909091,8.598555830400288,-2.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,5,1,400935288,Washington at Oregon State,under,win,0.9090909090909091,8.194379931991115,-10.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,6,1,400944991,Eastern Michigan at Toledo,under,win,0.9090909090909091,10.199084988511435,-25.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,6,1,400941817,Temple at East Carolina,under,win,0.9090909090909091,7.521739781997527,-15.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,7,1,400934526,Baylor at Oklahoma State,under,loss,-1.0,7.355262618244676,6.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,7,1,400941821,UConn at Temple,under,win,0.9090909090909091,3.898042160596797,-5.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,8,1,400934578,USC at Notre Dame,under,loss,-1.0,8.278764872982686,1.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,8,1,400941827,Tulsa at UConn,under,win,0.9090909090909091,8.176453927074464,-43.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,9,1,400933901,Missouri at UConn,under,win,0.9090909090909091,10.0182831758735,-11.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,9,1,400935394,Penn State at Ohio State,under,loss,-1.0,8.741134644995343,19.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,10,1,400933909,Florida at Missouri,under,win,0.9090909090909091,10.056224310532626,-0.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,10,1,400941835,Memphis at Tulsa,under,win,0.9090909090909091,7.087058547325792,-26.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,11,1,400933915,Louisiana at Ole Miss,under,loss,-1.0,7.459067668771448,4.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,11,1,400941842,UConn at UCF,under,loss,-1.0,5.0403807473297,9.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,12,1,400935415,Nebraska at Penn State,under,loss,-1.0,8.966035331284372,41.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,12,1,400941845,Cincinnati at East Carolina,under,loss,-1.0,8.905117074610933,0.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,13,1,400933931,Missouri at Arkansas,under,loss,-1.0,10.707377699743388,24.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,13,1,400944881,Georgia Southern at Louisiana,under,loss,-1.0,10.337035924397863,1.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,14,1,400944884,Louisiana at App State,under,loss,-1.0,4.89251881002951,19.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2017,14,1,400955151,Memphis at UCF,under,loss,-1.0,4.721571572964284,35.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,1,1,401012679,Cincinnati at UCLA,under,win,0.9090909090909091,5.936401905521156,-19.0,56-63,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,1,1,401079833,North Carolina A&T at East Carolina,under,win,0.9090909090909091,5.622325150964062,-13.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,2,1,401012732,Southern Utah at Oregon State,under,loss,-1.0,13.376473631361554,3.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,2,1,401012726,Arizona at Houston,under,win,0.9090909090909091,10.201284116152753,-8.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,3,1,401022521,Prairie View A&M at UNLV,under,win,0.9090909090909091,11.691073520141916,-4.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,3,1,401012277,Alabama at Ole Miss,under,win,0.9090909090909091,10.806487259530236,-2.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,4,1,401012750,Arizona at Oregon State,under,win,0.9090909090909091,17.25023630300798,-24.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,4,1,401022524,Duquesne at Hawai'i,under,win,0.9090909090909091,15.795278851346596,-10.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,5,1,401012757,Oregon at California,under,loss,-1.0,9.31995524100459,7.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,5,1,401019496,Memphis at Tulane,under,win,0.9090909090909091,6.773608322224683,-2.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,6,1,401022530,New Mexico at UNLV,under,loss,-1.0,8.031331496477359,1.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,6,1,401020751,Bowling Green at Toledo,under,loss,-1.0,6.191462850431766,16.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,7,1,401012308,Ole Miss at Arkansas,under,loss,-1.0,9.967233290244824,4.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,7,1,401020760,Western Michigan at Bowling Green,under,loss,-1.0,8.394007588883538,8.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,8,1,401019511,UConn at South Florida,under,push,0.0,8.28349652962359,0.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,8,1,401019512,Houston at Navy,under,loss,-1.0,7.497397817861,26.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,9,1,401021681,Arkansas State at Louisiana,under,loss,-1.0,8.084910338508367,20.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,9,1,401013189,Notre Dame at Navy,under,loss,-1.0,6.593541446895656,9.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,10,1,401019520,Memphis at East Carolina,under,loss,-1.0,11.569353621288874,33.5,63+,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,10,1,401012328,South Carolina at Ole Miss,under,loss,-1.0,10.52632031888351,23.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,11,1,401015042,North Texas at Old Dominion,under,win,0.9090909090909091,10.163727687823396,-2.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,11,1,401013333,Purdue at Minnesota,under,win,0.9090909090909091,9.853134087456985,-7.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,12,1,401022564,UNLV at Hawai'i,under,win,0.9090909090909091,12.16899630261471,-9.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,12,1,401019530,Memphis at SMU,under,win,0.9090909090909091,11.930091102322976,-29.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,13,1,401012797,Oregon at Oregon State,under,win,0.9090909090909091,14.12658385925083,-1.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2018,13,1,401013447,New Mexico State at Liberty,under,win,0.9090909090909091,13.337796308937508,-23.5,63+,teamrankings
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,1,1,401110720,Duke at Alabama,under,win,0.9090909090909091,6.403135483926735,-12.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,1,1,401114228,New Mexico State at Washington State,under,win,0.9090909090909091,6.393698782305884,-0.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,2,1,401112140,UTEP at Texas Tech,under,win,0.9090909090909091,4.8657826614992885,-23.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,2,1,401114251,Marshall at Boise State,under,win,0.9090909090909091,4.575818261174213,-37.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,3,1,401114234,Hawai'i at Washington,under,loss,-1.0,7.747219900324771,13.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,3,1,401114336,New Mexico at Notre Dame,under,loss,-1.0,5.871534423585833,16.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,4,1,401112462,Western Michigan at Syracuse,under,loss,-1.0,8.145623576955163,18.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,4,1,401114340,New Mexico State at New Mexico,under,loss,-1.0,7.452089413809183,38.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,5,1,401114356,Akron at Massachusetts,under,loss,-1.0,6.904310340849589,5.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,5,1,401112466,Wake Forest at Boston College,under,win,0.9090909090909091,3.700105208581639,-18.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,6,1,401114274,Massachusetts at Florida International,under,win,0.9090909090909091,7.9177615879881085,-25.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,6,1,401112101,Oklahoma at Kansas,under,win,0.9090909090909091,6.504605059977206,-2.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,7,1,401114204,Utah at Oregon State,under,win,0.9090909090909091,6.353560377875159,-0.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,7,1,401114343,New Mexico State at Central Michigan,under,loss,-1.0,5.737717018560503,13.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,8,1,401114169,Arizona at USC,under,win,0.9090909090909091,6.673767608049226,-14.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,8,1,401114289,Southern Miss at Louisiana Tech,under,loss,-1.0,5.535083303455264,16.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,9,1,401112132,Texas at TCU,under,loss,-1.0,6.449524685138751,7.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,9,1,401119292,Ohio at Ball State,under,win,0.9090909090909091,5.900176253853437,-4.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,10,1,401114303,UTEP at North Texas,under,loss,-1.0,8.322154622379749,19.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,10,1,401117897,SMU at Memphis,under,loss,-1.0,8.233596715784946,30.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,11,1,401117900,UCF at Tulsa,under,win,0.9090909090909091,7.083843487863071,-3.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,11,1,401117543,San José State at Hawai'i,under,loss,-1.0,5.211814484908005,3.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,12,1,401114172,Arizona at Oregon,under,win,0.9090909090909091,6.604997711855215,-28.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,12,1,401112093,Texas at Iowa State,under,win,0.9090909090909091,3.909138642964482,-21.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,13,1,401119305,Eastern Michigan at Northern Illinois,under,loss,-1.0,8.177177735682193,4.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,13,1,401114358,BYU at Massachusetts,under,loss,-1.0,6.616001787422812,11.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,14,1,401112524,North Carolina at NC State,under,win,0.9090909090909091,9.080581893140904,-6.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,14,1,401112525,Wake Forest at Syracuse,under,loss,-1.0,7.5480779129565185,1.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,15,1,401132982,Miami (OH) at Central Michigan,under,win,0.9090909090909091,7.730601552823602,-9.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2019,15,1,401132979,Hawai'i at Boise State,under,win,0.9090909090909091,5.767467042625848,-23.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,3,1,401207120,SMU at North Texas,under,loss,-1.0,6.232163658894757,28.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,3,1,401215302,Texas State at UL Monroe,under,win,0.9090909090909091,5.452643689808407,-3.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,4,1,401212536,UCF at East Carolina,under,loss,-1.0,11.191689779745245,1.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,4,1,401234566,NC State at Virginia Tech,under,loss,-1.0,5.107234816282002,12.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,5,1,401237094,Arkansas at Mississippi State,under,win,0.9090909090909091,12.16572291119202,-33.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,5,1,401212531,Tulsa at UCF,under,win,0.9090909090909091,9.563423861518768,-10.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,6,1,401236005,Texas at Oklahoma,under,loss,-1.0,6.257160410590686,23.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,6,1,401215308,Texas State at Troy,under,win,0.9090909090909091,5.203659514967027,-5.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,7,1,401212537,UCF at Memphis,under,loss,-1.0,6.988322149443381,22.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,7,1,401250215,Massachusetts at Georgia Southern,under,win,0.9090909090909091,6.129452175486091,-20.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,8,1,401247293,Nebraska at Ohio State,under,win,0.9090909090909091,12.474402962156129,-0.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,8,1,401212524,Tulane at UCF,under,loss,-1.0,10.340622955786127,14.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,9,1,401249002,Nevada at UNLV,under,win,0.9090909090909091,8.525537033573519,-3.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,9,1,401212538,UCF at Houston,under,win,0.9090909090909091,6.084782161537511,-16.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,10,1,401253924,Arkansas State at Louisiana,under,win,0.9090909090909091,10.016326473801088,-21.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,10,1,401249009,Utah State at Nevada,under,win,0.9090909090909091,6.989002910643157,-15.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,11,1,401234642,Wake Forest at North Carolina,under,loss,-1.0,9.014195295024852,41.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,11,1,401212518,Temple at UCF,under,win,0.9090909090909091,8.610071446605033,-21.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,12,1,401247326,Indiana at Ohio State,under,loss,-1.0,5.290328460943844,9.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,12,1,401237141,Missouri at South Carolina,under,win,0.9090909090909091,3.96247682531351,-30.5,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,13,1,401212513,SMU at East Carolina,under,loss,-1.0,10.8377380816772,18.0,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,13,1,401207191,North Texas at UTSA,under,win,0.9090909090909091,9.314580346701412,-1.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,14,1,401249879,Eastern Michigan at Western Michigan,under,loss,-1.0,10.12944247362149,27.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2020,14,1,401248781,Western Carolina at North Carolina,under,win,0.9090909090909091,5.651024167398783,-11.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,1,1,401281950,Central Michigan at Missouri,under,win,0.9090909090909091,8.540757290094811,-1.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,1,1,401309840,Utah State at Washington State,under,win,0.9090909090909091,6.831056980733921,-17.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,2,1,401282623,Boston College at Massachusetts,under,loss,-1.0,7.140012443215402,16.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,2,1,401282621,Georgia State at North Carolina,under,loss,-1.0,6.156964141739784,10.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,3,1,401309852,USC at Washington State,under,win,0.9090909090909091,10.871973465904526,-2.0,56-63,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,3,1,401282076,Mississippi State at Memphis,under,win,0.9090909090909091,8.359754948533167,-3.5,63+,consensus
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,2021,4,1,401309554,San José State at Western Michigan,under,win,0.9090909090909091,7.4479487325095,-36.0,56-63,consensus
