card_strategy,base_strategy,legs,season,week,weekly_rank,game_id,matchup,side,result,straight_units,abs_pred_edge,market_residual,total_bin,line_provider
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2020,6,1,401215308,Texas State at Troy,under,win,0.9090909090909091,5.203659514967027,-5.5,56-63,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2020,7,1,401212537,UCF at Memphis,under,loss,-1.0,6.988322149443381,22.0,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2020,7,1,401250215,Massachusetts at Georgia Southern,under,win,0.9090909090909091,6.129452175486091,-20.5,56-63,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2020,8,1,401247293,Nebraska at Ohio State,under,win,0.9090909090909091,12.474402962156129,-0.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2020,8,1,401212524,Tulane at UCF,under,loss,-1.0,10.340622955786127,14.0,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2020,9,1,401249002,Nevada at UNLV,under,win,0.9090909090909091,8.525537033573519,-3.5,56-63,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2020,9,1,401237117,Georgia at Kentucky,under,win,0.9090909090909091,7.63497734321739,-25.0,<=42,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2020,10,1,401253924,Arkansas State at Louisiana,under,win,0.9090909090909091,10.016326473801088,-21.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2020,10,1,401249009,Utah State at Nevada,under,win,0.9090909090909091,6.989002910643157,-15.5,56-63,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2020,11,1,401215331,Texas State at Georgia Southern,under,loss,-1.0,12.218071205418854,28.5,49-56,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2020,11,1,401234642,Wake Forest at North Carolina,under,loss,-1.0,9.014195295024852,41.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2020,12,1,401249019,San Diego State at Nevada,under,loss,-1.0,6.789249484261059,0.5,42-49,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2020,12,1,401247326,Indiana at Ohio State,under,loss,-1.0,5.290328460943844,9.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2020,13,1,401212513,SMU at East Carolina,under,loss,-1.0,10.8377380816772,18.0,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2020,13,1,401207191,North Texas at UTSA,under,win,0.9090909090909091,9.314580346701412,-1.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2020,14,1,401249879,Eastern Michigan at Western Michigan,under,loss,-1.0,10.12944247362149,27.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2020,14,1,401248781,Western Carolina at North Carolina,under,win,0.9090909090909091,5.651024167398783,-11.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2020,15,1,401259671,Coastal Carolina at Troy,under,loss,-1.0,6.6629165659735365,27.5,49-56,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2020,15,1,401249428,Utah at Colorado,under,loss,-1.0,5.4806156363327005,10.0,42-49,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2020,16,1,401265699,Air Force at Army,under,win,0.9090909090909091,7.224955648393828,-20.5,<=42,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2020,16,1,401247349,Northwestern at Ohio State,under,win,0.9090909090909091,5.924679706324995,-24.5,56-63,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,1,1,401281950,Central Michigan at Missouri,under,win,0.9090909090909091,8.540757290094811,-1.0,56-63,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,1,1,401282174,Marshall at Navy,under,loss,-1.0,7.442074427183878,9.5,42-49,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,2,1,401282623,Boston College at Massachusetts,under,loss,-1.0,7.140012443215402,16.0,56-63,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,2,1,401282189,Houston at Rice,under,loss,-1.0,7.105230492691958,0.5,49-56,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,3,1,401309852,USC at Washington State,under,win,0.9090909090909091,10.871973465904526,-2.0,56-63,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,3,1,401282076,Mississippi State at Memphis,under,win,0.9090909090909091,8.359754948533167,-3.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,4,1,401282204,Middle Tennessee at Charlotte,under,loss,-1.0,10.281507752251365,25.5,49-56,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,4,1,401309554,San José State at Western Michigan,under,win,0.9090909090909091,7.4479487325095,-36.0,56-63,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,5,1,401282650,Duke at North Carolina,under,win,0.9090909090909091,10.742954146547564,-29.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,5,1,401308835,Central Michigan at Miami (OH),under,win,0.9090909090909091,10.561617223047495,-11.0,49-56,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,6,1,401309616,Coastal Carolina at Arkansas State,under,win,0.9090909090909091,8.575756238367632,-2.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,6,1,401282769,Maryland at Ohio State,under,loss,-1.0,7.61957217363565,11.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,7,1,401282826,Army at Wisconsin,under,win,0.9090909090909091,10.02432383115152,-3.5,<=42,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,7,1,401309568,Ball State at Eastern Michigan,under,loss,-1.0,7.857085430480277,14.0,49-56,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,8,1,401310729,San José State at UNLV,under,loss,-1.0,10.48090127270402,3.0,42-49,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,8,1,401309624,Louisiana at Arkansas State,under,win,0.9090909090909091,9.866321829818377,-15.0,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,9,1,401310731,Hawai'i at Utah State,under,loss,-1.0,7.005936637092066,16.0,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,9,1,401282675,Boston College at Syracuse,under,win,0.9090909090909091,6.999238158339502,-24.5,49-56,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,10,1,401310253,Army at Air Force,under,win,0.9090909090909091,11.124163948380348,-2.5,<=42,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,10,1,401309581,Central Michigan at Western Michigan,under,loss,-1.0,8.676609505682412,7.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,11,1,401309587,Ball State at Northern Illinois,under,win,0.9090909090909091,10.519942797373478,-1.0,56-63,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,11,1,401309585,Toledo at Bowling Green,under,loss,-1.0,8.435900312699735,16.0,49-56,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,12,1,401282786,Michigan State at Ohio State,under,win,0.9090909090909091,7.913930282855815,-7.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,12,1,401282261,Marshall at Charlotte,under,loss,-1.0,7.846528787660583,15.0,56-63,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,13,1,401282153,Vanderbilt at Tennessee,under,loss,-1.0,8.074269993112413,1.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,13,1,401310752,UNLV at Air Force,under,loss,-1.0,8.073783572843544,12.5,49-56,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,14,1,401387250,USC at California,under,win,0.9090909090909091,8.524494092200374,-19.5,56-63,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2021,14,1,401282156,Western Kentucky at UTSA,under,loss,-1.0,6.864293312729115,15.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,1,1,401426530,Charlotte at Florida Atlantic,under,win,0.9090909090909091,6.06162277019612,-4.0,56-63,Bovada
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,1,1,401403966,TCU at Colorado,under,win,0.9090909090909091,5.537506880135425,-8.5,56-63,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,2,1,401405079,Arkansas State at Ohio State,under,win,0.9090909090909091,7.325238038693952,-11.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,2,1,401411108,Boston College at Virginia Tech,under,win,0.9090909090909091,7.267986175286344,-8.0,42-49,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,3,1,401403992,Fresno State at USC,under,win,0.9090909090909091,7.890280581937624,-9.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,3,1,401415217,Air Force at Wyoming,under,win,0.9090909090909091,6.902690341334574,-16.0,42-49,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,4,1,401404078,TCU at SMU,under,loss,-1.0,8.365244024080845,4.0,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,4,1,401403998,UCLA at Colorado,under,loss,-1.0,6.554256476011887,5.0,56-63,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,5,1,401415188,Brown at Rhode Island,under,win,0.9090909090909091,7.561758413331244,-18.0,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,5,1,401403904,Eastern Washington at Florida,under,win,0.9090909090909091,5.837180726987314,-2.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,6,1,401404089,TCU at Kansas,under,win,0.9090909090909091,9.446470402187726,-1.0,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,6,1,401404090,Texas at Oklahoma,under,win,0.9090909090909091,6.605242146813482,-16.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,7,1,401404094,Kansas at Oklahoma,under,loss,-1.0,7.684122943996046,28.0,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,7,1,401416623,Ohio at Western Michigan,under,win,0.9090909090909091,6.659350657300339,-14.5,56-63,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,8,1,401404099,West Virginia at Texas Tech,under,win,0.9090909090909091,9.030477854350185,-7.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,8,1,401413230,Eastern Washington at Cal Poly,under,win,0.9090909090909091,7.035625688309225,-48.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,9,1,401404103,TCU at West Virginia,under,loss,-1.0,7.680898849078784,2.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,9,1,401411148,Wake Forest at Louisville,under,loss,-1.0,7.204555514705928,3.0,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,10,1,401404141,Air Force at Army,under,win,0.9090909090909091,9.880893134862028,-20.5,<=42,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,10,1,401404030,Oregon at Colorado,under,win,0.9090909090909091,7.945650392809189,-3.5,56-63,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,11,1,401426605,Louisiana Tech at UTSA,under,win,0.9090909090909091,7.867911368701316,-10.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,11,1,401415656,SMU at South Florida,under,win,0.9090909090909091,6.164524197185624,-8.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,12,1,401404044,USC at UCLA,under,loss,-1.0,10.502326326798832,15.5,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,12,1,401405146,Indiana at Michigan State,under,loss,-1.0,8.32307106126085,22.5,42-49,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,13,1,401426385,Southern Miss at UL Monroe,under,win,0.9090909090909091,10.955149875668337,-20.0,49-56,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,13,1,401404046,UCLA at California,under,loss,-1.0,5.998562565861985,0.5,56-63,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,14,1,401437031,Purdue at Michigan,under,loss,-1.0,6.618695009187912,11.0,49-56,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,14,1,401437009,Clemson at North Carolina,under,win,0.9090909090909091,4.982220290887896,-15.0,63+,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,15,1,401507652,Incarnate Word at Sacramento State,under,loss,-1.0,5.71543821453695,51.5,63+,Bovada
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2022,15,1,401507650,Samford at North Dakota State,under,win,0.9090909090909091,4.477924001365344,-35.5,56-63,Bovada
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,1,1,401525825,Texas Tech at Wyoming,under,loss,-1.0,5.468569685189147,14.5,49-56,consensus
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,1,1,401532573,Oregon State at San José State,under,loss,-1.0,5.213279773279955,4.0,49-56,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,2,1,401525830,SMU at Oklahoma,under,win,0.9090909090909091,7.5221743121293425,-29.5,63+,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,2,1,401520215,Purdue at Virginia Tech,under,win,0.9090909090909091,5.03430836898011,-8.0,42-49,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,3,1,401531396,Army at UTSA,under,loss,-1.0,7.900508354152923,24.5,<=42,Bovada
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,3,1,401520227,Western Michigan at Iowa,under,loss,-1.0,6.822401693750854,8.0,42-49,Bovada
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,4,1,401520252,UAB at Georgia,under,loss,-1.0,5.6882560652957785,15.5,49-56,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,4,1,401531870,App State at Wyoming,under,win,0.9090909090909091,5.659717180684384,-3.0,42-49,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,5,1,401520288,LSU at Ole Miss,under,loss,-1.0,7.665586289649568,37.0,63+,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,5,1,401524021,Washington at Arizona,under,win,0.9090909090909091,5.371036110919599,-12.0,63+,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,6,1,401520308,Arkansas at Ole Miss,under,win,0.9090909090909091,9.415956527596183,-15.5,56-63,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,6,1,401540060,Georgetown at Pennsylvania,under,loss,-1.0,6.443759162202941,39.5,<=42,William Hill (New Jersey)
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,7,1,401531381,UAB at UTSA,under,win,0.9090909090909091,6.0253598401748905,-6.0,63+,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,7,1,401524034,Oregon at Washington,under,loss,-1.0,5.504369441984216,2.0,63+,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,8,1,401540338,Columbia at Dartmouth,under,win,0.9090909090909091,8.730654131064817,-4.5,<=42,William Hill (New Jersey)
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,8,1,401531434,Air Force at Navy,under,win,0.9090909090909091,6.413651859193315,-11.0,<=42,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,9,1,401520357,Vanderbilt at Ole Miss,under,win,0.9090909090909091,6.00639766816446,-23.5,63+,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,9,1,401520359,South Carolina at Texas A&M,under,win,0.9090909090909091,4.48124503980714,-7.0,49-56,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,10,1,401520361,Army at Air Force,under,win,0.9090909090909091,10.147599695035211,-6.0,<=42,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,10,1,401531910,Georgia Southern at Texas State,under,push,0.0,7.037228040312656,0.0,63+,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,11,1,401525892,Oklahoma State at UCF,under,win,0.9090909090909091,7.296319374145147,-16.0,63+,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,11,1,401531437,North Texas at SMU,under,win,0.9090909090909091,4.453605948327004,-2.0,63+,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,12,1,401524060,Washington at Oregon State,under,win,0.9090909090909091,7.863422080884453,-22.0,63+,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,12,1,401540493,Maine at New Hampshire,under,win,0.9090909090909091,5.652451139321101,-2.5,63+,ESPN Bet
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,13,1,401520430,Georgia at Georgia Tech,under,win,0.9090909090909091,10.132179936002354,-5.5,56-63,Bovada
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,13,1,401520425,Iowa at Nebraska,under,win,0.9090909090909091,9.273503470825284,-3.0,<=42,Bovada
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,14,1,401539483,Georgia at Alabama,under,win,0.9090909090909091,5.205277071220746,-5.0,49-56,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2023,14,1,401539484,App State at Troy,under,loss,-1.0,4.241947854999539,20.5,49-56,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,1,1,401628319,Western Kentucky at Alabama,under,loss,-1.0,7.842665219208476,3.0,56-63,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,1,1,401634300,TCU at Stanford,under,push,0.0,7.002891129269016,0.0,56-63,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,2,1,401628342,Middle Tennessee at Ole Miss,under,win,0.9090909090909091,6.179899712357153,-8.0,56-63,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,2,1,401643708,Georgia Southern at Nevada,under,win,0.9090909090909091,5.513970895048729,-21.5,56-63,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,3,1,401628353,Texas A&M at Florida,under,loss,-1.0,7.811304963770235,6.0,42-49,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,3,1,401628360,Kent State at Tennessee,under,loss,-1.0,7.080696940647416,8.5,56-63,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,4,1,401628366,Georgia Southern at Ole Miss,under,win,0.9090909090909091,9.083769972987094,-3.5,63+,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,4,1,401643790,South Alabama at App State,under,win,0.9090909090909091,6.787808837443402,-0.5,56-63,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,5,1,401636882,TCU at Kansas,under,loss,-1.0,6.1220066626904375,6.5,56-63,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,5,1,401636883,Oklahoma State at Kansas State,under,loss,-1.0,5.092654118158898,4.0,56-63,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,6,1,401635572,Pittsburgh at North Carolina,under,win,0.9090909090909091,6.895575549010539,-5.0,56-63,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,6,1,401643800,South Alabama at Arkansas State,under,win,0.9090909090909091,4.142138012784975,-28.5,56-63,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,7,1,401643732,San Diego State at Wyoming,under,loss,-1.0,4.515685335813747,8.0,42-49,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,7,1,401643806,App State at Louisiana,under,win,0.9090909090909091,4.395400709321383,-6.0,63+,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,9,1,401634255,Alabama State at Alabama A&M,under,win,0.9090909090909091,4.57760062176223,-5.5,49-56,ESPN Bet
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,9,1,401628667,Towson at Monmouth,under,win,0.9090909090909091,3.811624850868384,-22.5,56-63,ESPN Bet
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,10,1,401640994,Jacksonville State at Liberty,under,win,0.9090909090909091,8.941076111437116,-12.0,63+,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,10,1,401634114,Portland State at Sacramento State,under,loss,-1.0,5.268942483996617,27.5,63+,ESPN Bet
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,11,1,401643754,New Mexico at San Diego State,under,win,0.9090909090909091,7.365801957848033,-28.0,63+,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,11,1,401634006,Tennessee State at Western Illinois,under,loss,-1.0,5.676041342302643,2.5,56-63,ESPN Bet
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,12,1,401634122,Idaho State at Eastern Washington,under,loss,-1.0,7.541269220102683,49.5,63+,ESPN Bet
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,12,1,401643757,Oregon State at Air Force,under,win,0.9090909090909091,5.165473044680024,-16.5,42-49,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,13,1,401645372,East Carolina at North Texas,under,win,0.9090909090909091,6.2862383140255655,-6.5,63+,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,13,1,401643767,UNLV at San José State,under,win,0.9090909090909091,6.245799021890251,-16.5,56-63,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,14,1,401628566,Michigan at Ohio State,under,win,0.9090909090909091,6.302472968956817,-18.5,<=42,DraftKings
hgb_under_3p5_all_2leg_top1_nonoverlap,hgb_under_3p5_all,2,2024,14,1,401643845,Coastal Carolina at Georgia State,under,loss,-1.0,5.994377065799609,22.0,49-56,DraftKings
hgb_under_5p0_high_total_2leg_top1_nonoverlap,hgb_under_5p0_high_total,2,2016,2,1,400869430,Troy at Clemson,under,win,0.9090909090909091,10.697025273230008,-8.0,56-63,teamrankings
hgb_under_5p0_high_total_2leg_top1_nonoverlap,hgb_under_5p0_high_total,2,2016,2,1,400869511,Cincinnati at Purdue,under,loss,-1.0,8.558090690991504,0.5,56-63,teamrankings
hgb_under_5p0_high_total_2leg_top1_nonoverlap,hgb_under_5p0_high_total,2,2016,3,1,400869109,Arizona State at UTSA,under,loss,-1.0,9.395962686329131,2.0,56-63,teamrankings
hgb_under_5p0_high_total_2leg_top1_nonoverlap,hgb_under_5p0_high_total,2,2016,3,1,400868995,New Mexico State at Kentucky,under,loss,-1.0,7.740946043312929,38.5,63+,teamrankings
hgb_under_5p0_high_total_2leg_top1_nonoverlap,hgb_under_5p0_high_total,2,2016,4,1,400869450,Syracuse at UConn,under,win,0.9090909090909091,10.251238457098134,-3.0,56-63,teamrankings
hgb_under_5p0_high_total_2leg_top1_nonoverlap,hgb_under_5p0_high_total,2,2016,4,1,400869203,Nevada at Purdue,under,win,0.9090909090909091,7.453197807697516,-21.5,56-63,teamrankings
hgb_under_5p0_high_total_2leg_top1_nonoverlap,hgb_under_5p0_high_total,2,2016,5,1,400869126,Arizona State at USC,under,win,0.9090909090909091,8.668008201944081,-2.5,63+,teamrankings
hgb_under_5p0_high_total_2leg_top1_nonoverlap,hgb_under_5p0_high_total,2,2016,5,1,400869453,Louisville at Clemson,under,loss,-1.0,7.587294521387339,14.0,63+,teamrankings
hgb_under_5p0_high_total_2leg_top1_nonoverlap,hgb_under_5p0_high_total,2,2016,6,1,400869217,Hawai'i at San José State,under,win,0.9090909090909091,7.179716747585553,-11.5,56-63,teamrankings
hgb_under_5p0_high_total_2leg_top1_nonoverlap,hgb_under_5p0_high_total,2,2016,6,1,400869134,California at Oregon State,under,loss,-1.0,6.95922501315306,21.0,63+,teamrankings
hgb_under_5p0_high_total_2leg_top1_nonoverlap,hgb_under_5p0_high_total,2,2016,8,1,400869225,Hawai'i at Air Force,under,loss,-1.0,13.050216980759185,3.0,56-63,teamrankings
hgb_under_5p0_high_total_2leg_top1_nonoverlap,hgb_under_5p0_high_total,2,2016,8,1,400869544,East Carolina at Cincinnati,under,win,0.9090909090909091,11.244438382157382,-13.0,56-63,teamrankings
