model,threshold,season,week,game_id,home_team,away_team,line_provider,closing_total,actual_total_points,market_residual,pred_market_residual,side,result,total_bin,wind_bin,temp_bin,game_indoors_bool,precip_flag,snow_flag,home_conference,away_conference,fbs_vs_fbs
hist_gradient_boosting,1.5,2016,1,400869090,California,Hawai'i,teamrankings,66.0,82.0,16.0,-5.0682476300282016,under,loss,63+,5-10,50-70,False,False,False,Pac-12,Mountain West,True
hist_gradient_boosting,1.5,2016,1,400869421,Wake Forest,Tulane,teamrankings,43.0,10.0,-33.0,-2.505373913600067,under,win,42-49,0-5,70-85,False,False,False,ACC,American Athletic,True
hist_gradient_boosting,1.5,2016,1,400869341,Louisville,Charlotte,teamrankings,58.5,84.0,25.5,3.8908211138895235,over,win,56-63,10-15,70-85,False,False,False,ACC,Conference USA,True
hist_gradient_boosting,1.5,2016,1,400868977,Tennessee,App State,teamrankings,58.0,33.0,-25.0,5.762470705708127,over,loss,56-63,0-5,70-85,False,False,False,SEC,Sun Belt,True
hist_gradient_boosting,1.5,2016,1,400869342,Florida International,Indiana,teamrankings,64.0,47.0,-17.0,-4.262248586225167,under,win,63+,10-15,85+,False,False,False,Conference USA,Big Ten,True
hist_gradient_boosting,1.5,2016,1,400868968,Vanderbilt,South Carolina,teamrankings,40.5,23.0,-17.5,12.888369828428775,over,loss,<=42,5-10,70-85,False,False,False,SEC,SEC,True
hist_gradient_boosting,1.5,2016,1,400869347,Western Kentucky,Rice,teamrankings,64.5,60.0,-4.5,2.0090127728483536,over,loss,63+,5-10,70-85,False,False,False,Conference USA,Conference USA,True
hist_gradient_boosting,1.5,2016,1,400869092,Minnesota,Oregon State,teamrankings,56.0,53.0,-3.0,7.5344063549437275,over,loss,49-56,5-10,50-70,False,False,False,Big Ten,Pac-12,True
hist_gradient_boosting,1.5,2016,1,400869258,Georgia State,Ball State,teamrankings,56.0,52.0,-4.0,1.6409527283450684,over,loss,49-56,0-5,70-85,False,False,False,Sun Belt,Mid-American,True
hist_gradient_boosting,1.5,2016,1,400869093,Colorado,Colorado State,teamrankings,56.0,51.0,-5.0,-4.639235337428773,under,win,49-56,0-5,70-85,False,False,False,Pac-12,Mountain West,True
hist_gradient_boosting,1.5,2016,1,400869265,Arkansas State,Toledo,teamrankings,64.0,41.0,-23.0,-1.6331747534962484,under,win,63+,5-10,70-85,False,False,False,Sun Belt,Mid-American,True
hist_gradient_boosting,1.5,2016,1,400869094,Stanford,Kansas State,teamrankings,49.0,39.0,-10.0,-1.888557712622327,under,win,42-49,15-20,70-85,False,False,False,Pac-12,Big 12,True
hist_gradient_boosting,1.5,2016,1,400869424,Boston College,Georgia Tech,teamrankings,42.5,31.0,-11.5,-4.052203905997867,under,win,42-49,20+,50-70,False,False,False,ACC,ACC,True
hist_gradient_boosting,1.5,2016,1,400869180,Michigan,Hawai'i,teamrankings,55.0,66.0,11.0,-6.305015351035564,under,loss,49-56,5-10,70-85,False,False,False,Big Ten,Mountain West,True
hist_gradient_boosting,1.5,2016,1,400869507,Houston,Oklahoma,teamrankings,65.5,56.0,-9.5,-4.704696529060801,under,win,63+,5-10,70-85,True,False,False,American Athletic,Big 12,True
hist_gradient_boosting,1.5,2016,1,400868975,Mississippi State,South Alabama,teamrankings,52.0,41.0,-11.0,6.058412050256572,over,loss,49-56,0-5,70-85,False,False,False,SEC,Sun Belt,True
hist_gradient_boosting,1.5,2016,1,400869176,Louisiana,Boise State,teamrankings,64.5,55.0,-9.5,-4.057366146871094,under,win,63+,0-5,70-85,False,False,False,Sun Belt,Mountain West,True
hist_gradient_boosting,1.5,2016,1,400868974,Wisconsin,LSU,teamrankings,43.5,30.0,-13.5,2.796807660742502,over,loss,42-49,5-10,70-85,False,False,False,Big Ten,SEC,True
hist_gradient_boosting,1.5,2016,1,400869264,Ohio,Texas State,teamrankings,58.5,110.0,51.5,-3.010407291364451,under,loss,56-63,0-5,70-85,False,False,False,Mid-American,Sun Belt,True
hist_gradient_boosting,1.5,2016,1,400868970,Arkansas,Louisiana Tech,teamrankings,52.5,41.0,-11.5,3.171932949085158,over,loss,49-56,0-5,70-85,False,False,False,SEC,Conference USA,True
hist_gradient_boosting,1.5,2016,1,400868972,North Carolina,Georgia,teamrankings,60.0,57.0,-3.0,6.617948396832814,over,loss,56-63,5-10,70-85,False,False,False,ACC,SEC,True
hist_gradient_boosting,1.5,2016,1,400869345,North Texas,SMU,teamrankings,68.0,55.0,-13.0,5.862975941324412,over,loss,63+,10-15,85+,False,False,False,Conference USA,American Athletic,True
hist_gradient_boosting,1.5,2016,1,400869183,Tulsa,San José State,teamrankings,65.0,55.0,-10.0,5.001300404535105,over,loss,63+,5-10,70-85,False,False,False,American Athletic,Mountain West,True
hist_gradient_boosting,1.5,2016,1,400868973,Kentucky,Southern Miss,teamrankings,62.0,79.0,17.0,-3.6571115022520435,under,loss,56-63,5-10,70-85,False,False,False,SEC,Conference USA,True
hist_gradient_boosting,1.5,2016,1,400868957,Florida,Massachusetts,teamrankings,51.5,31.0,-20.5,-3.7042595618671417,under,win,49-56,5-10,70-85,False,False,False,SEC,FBS Independents,True
hist_gradient_boosting,1.5,2016,1,400869348,UTEP,New Mexico State,teamrankings,58.0,60.0,2.0,7.307887891269072,over,win,56-63,10-15,85+,False,False,False,Conference USA,Sun Belt,True
hist_gradient_boosting,1.5,2016,1,400869179,Nebraska,Fresno State,teamrankings,62.5,53.0,-9.5,-3.4217395038228986,under,win,56-63,0-5,50-70,False,True,False,Big Ten,Mountain West,True
hist_gradient_boosting,1.5,2016,1,400868971,Auburn,Clemson,teamrankings,62.0,32.0,-30.0,-3.950883709636943,under,win,56-63,0-5,70-85,False,False,False,SEC,ACC,True
hist_gradient_boosting,1.5,2016,1,400869178,Wyoming,Northern Illinois,teamrankings,54.0,74.0,20.0,-4.2786970533299025,under,loss,49-56,5-10,50-70,False,False,False,Mountain West,Mid-American,True
hist_gradient_boosting,1.5,2016,2,400869429,Syracuse,Louisville,teamrankings,69.0,90.0,21.0,-3.666819055774537,under,loss,63+,0-5,70-85,True,False,False,ACC,ACC,True
hist_gradient_boosting,1.5,2016,2,400868911,Army,Rice,teamrankings,52.0,45.0,-7.0,4.406347300695402,over,loss,49-56,0-5,70-85,False,False,False,FBS Independents,Conference USA,True
hist_gradient_boosting,1.5,2016,2,400869511,Purdue,Cincinnati,teamrankings,57.5,58.0,0.5,-8.558090690991504,under,loss,56-63,10-15,70-85,False,False,False,Big Ten,American Athletic,True
hist_gradient_boosting,1.5,2016,2,400869435,East Carolina,NC State,teamrankings,59.0,63.0,4.0,1.795233386401113,over,win,56-63,5-10,70-85,False,False,False,American Athletic,ACC,True
hist_gradient_boosting,1.5,2016,2,400869270,Oklahoma State,Central Michigan,teamrankings,58.5,57.0,-1.5,8.475533411862418,over,loss,56-63,5-10,50-70,False,False,False,Big 12,Mid-American,True
hist_gradient_boosting,1.5,2016,2,400869187,Nebraska,Wyoming,teamrankings,56.0,69.0,13.0,-1.6063744811228218,under,loss,49-56,10-15,50-70,False,False,False,Big Ten,Mountain West,True
hist_gradient_boosting,1.5,2016,2,400869510,Michigan,UCF,teamrankings,53.5,65.0,11.5,-5.511262586037748,under,loss,49-56,10-15,70-85,False,True,False,Big Ten,American Athletic,True
hist_gradient_boosting,1.5,2016,2,400869430,Clemson,Troy,teamrankings,62.0,54.0,-8.0,-10.697025273230008,under,win,56-63,0-5,85+,False,False,False,ACC,Sun Belt,True
hist_gradient_boosting,1.5,2016,2,400869101,USC,Utah State,teamrankings,54.5,52.0,-2.5,3.378577321245742,over,loss,49-56,10-15,50-70,False,False,False,Pac-12,Mountain West,True
hist_gradient_boosting,1.5,2016,2,400869184,Air Force,Georgia State,teamrankings,53.0,62.0,9.0,-9.386041551020105,under,loss,49-56,15-20,50-70,False,False,False,Mountain West,Sun Belt,True
hist_gradient_boosting,1.5,2016,2,400869355,App State,Old Dominion,teamrankings,54.0,38.0,-16.0,6.265021155789911,over,loss,49-56,5-10,70-85,False,False,False,Sun Belt,Conference USA,True
hist_gradient_boosting,1.5,2016,2,400868983,Florida,Kentucky,teamrankings,48.5,52.0,3.5,6.073545565383157,over,win,42-49,0-5,85+,False,False,False,SEC,SEC,True
hist_gradient_boosting,1.5,2016,2,400868980,Alabama,Western Kentucky,teamrankings,59.0,48.0,-11.0,3.1334827482929164,over,loss,56-63,5-10,85+,False,False,False,SEC,Conference USA,True
hist_gradient_boosting,1.5,2016,2,400869431,Duke,Wake Forest,teamrankings,45.5,38.0,-7.5,2.854841364444501,over,loss,42-49,5-10,85+,False,False,False,ACC,ACC,True
hist_gradient_boosting,1.5,2016,2,400868877,Baylor,SMU,teamrankings,72.0,53.0,-19.0,9.040585975879692,over,loss,63+,15-20,70-85,False,False,False,Big 12,American Athletic,True
hist_gradient_boosting,1.5,2016,2,400868947,Notre Dame,Nevada,teamrankings,62.0,49.0,-13.0,-4.478440424598642,under,win,56-63,10-15,50-70,False,True,False,FBS Independents,Mountain West,True
hist_gradient_boosting,1.5,2016,2,400869269,Indiana,Ball State,teamrankings,63.5,50.0,-13.5,4.462152403461749,over,loss,63+,5-10,70-85,False,False,False,Big Ten,Mid-American,True
hist_gradient_boosting,1.5,2016,2,400869185,Colorado State,UTSA,teamrankings,51.5,37.0,-14.5,9.345233187047306,over,loss,49-56,5-10,50-70,False,False,False,Mountain West,Conference USA,True
hist_gradient_boosting,1.5,2016,2,400869105,Washington,Idaho,teamrankings,60.0,73.0,13.0,3.494522206269668,over,win,56-63,5-10,70-85,False,False,False,Pac-12,Sun Belt,True
hist_gradient_boosting,1.5,2016,2,400869719,Miami,Florida Atlantic,teamrankings,63.0,48.0,-15.0,5.121869686830091,over,loss,56-63,10-15,85+,False,False,False,ACC,Conference USA,True
hist_gradient_boosting,1.5,2016,2,400868987,Mississippi State,South Carolina,teamrankings,50.5,41.0,-9.5,7.6846886182555325,over,loss,49-56,15-20,85+,False,False,False,SEC,SEC,True
hist_gradient_boosting,1.5,2016,2,400869811,South Alabama,Georgia Southern,teamrankings,57.5,33.0,-24.5,2.3563320019061447,over,loss,56-63,0-5,70-85,False,False,False,Sun Belt,Sun Belt,True
hist_gradient_boosting,1.5,2016,2,400868981,TCU,Arkansas,teamrankings,57.5,79.0,21.5,-2.7534398884380633,under,loss,56-63,5-10,70-85,False,False,False,Big 12,SEC,True
hist_gradient_boosting,1.5,2016,2,400869612,Oklahoma,UL Monroe,teamrankings,63.0,76.0,13.0,10.590301414109323,over,win,56-63,10-15,70-85,False,False,False,Big 12,Sun Belt,True
hist_gradient_boosting,1.5,2016,2,400869357,Texas,UTEP,teamrankings,58.0,48.0,-10.0,3.121294215699378,over,loss,56-63,10-15,85+,False,False,False,Big 12,Conference USA,True
hist_gradient_boosting,1.5,2016,2,400868988,Missouri,Eastern Michigan,teamrankings,58.5,82.0,23.5,-2.8859307804511243,under,loss,56-63,10-15,70-85,False,False,False,SEC,Mid-American,True
hist_gradient_boosting,1.5,2016,2,400868923,Utah,BYU,teamrankings,43.0,39.0,-4.0,1.7587586239425415,over,loss,42-49,0-5,70-85,False,False,False,Pac-12,FBS Independents,True
hist_gradient_boosting,1.5,2016,2,400869434,Illinois,North Carolina,teamrankings,59.5,71.0,11.5,6.205286824052616,over,win,56-63,10-15,70-85,False,False,False,Big Ten,ACC,True
hist_gradient_boosting,1.5,2016,2,400868888,Iowa,Iowa State,teamrankings,49.0,45.0,-4.0,-4.943091743899822,under,win,42-49,10-15,70-85,False,False,False,Big Ten,Big 12,True
hist_gradient_boosting,1.5,2016,2,400869107,San Diego State,California,teamrankings,59.5,85.0,25.5,-5.718630977047348,under,loss,56-63,5-10,70-85,False,False,False,Mountain West,Pac-12,True
hist_gradient_boosting,1.5,2016,2,400869104,Oregon,Virginia,teamrankings,71.5,70.0,-1.5,2.981285738526049,over,loss,63+,10-15,70-85,False,False,False,Pac-12,ACC,True
hist_gradient_boosting,1.5,2016,3,400869517,Cincinnati,Houston,teamrankings,63.0,56.0,-7.0,-5.475355666887477,under,win,56-63,0-5,70-85,False,False,False,American Athletic,American Athletic,True
hist_gradient_boosting,1.5,2016,3,400869193,Utah State,Arkansas State,teamrankings,56.0,54.0,-2.0,3.693021278257879,over,loss,49-56,0-5,50-70,False,False,False,Mountain West,Sun Belt,True
hist_gradient_boosting,1.5,2016,3,400869109,UTSA,Arizona State,teamrankings,58.0,60.0,2.0,-9.395962686329131,under,loss,56-63,5-10,85+,True,False,False,Conference USA,Pac-12,True
hist_gradient_boosting,1.5,2016,3,400869281,Bowling Green,Middle Tennessee,teamrankings,73.0,62.0,-11.0,-2.0687700335838364,under,win,63+,5-10,50-70,False,True,False,Mid-American,Conference USA,True
hist_gradient_boosting,1.5,2016,3,400869440,Louisville,Florida State,teamrankings,65.0,83.0,18.0,-3.7780096287631437,under,loss,63+,10-15,70-85,False,False,False,ACC,ACC,True
hist_gradient_boosting,1.5,2016,3,400869720,App State,Miami,teamrankings,50.5,55.0,4.5,7.039500961803262,over,win,49-56,0-5,70-85,False,False,False,Sun Belt,ACC,True
hist_gradient_boosting,1.5,2016,3,400868889,TCU,Iowa State,teamrankings,60.5,61.0,0.5,-2.4126829234988807,under,loss,56-63,0-5,85+,False,False,False,Big 12,Big 12,True
hist_gradient_boosting,1.5,2016,3,400869192,Rutgers,New Mexico,teamrankings,56.0,65.0,9.0,-2.3858595902489945,under,loss,49-56,5-10,70-85,False,False,False,Big Ten,Mountain West,True
hist_gradient_boosting,1.5,2016,3,400869520,Memphis,Kansas,teamrankings,60.0,50.0,-10.0,11.891698324674639,over,loss,56-63,0-5,70-85,False,False,False,American Athletic,Big 12,True
hist_gradient_boosting,1.5,2016,3,400869001,Georgia Tech,Vanderbilt,teamrankings,45.0,45.0,0.0,2.7381681787325127,over,push,42-49,5-10,70-85,False,False,False,ACC,SEC,True
hist_gradient_boosting,1.5,2016,3,400869444,UConn,Virginia,teamrankings,47.5,23.0,-24.5,-4.2004220258727685,under,win,42-49,10-15,70-85,False,False,False,American Athletic,ACC,True
hist_gradient_boosting,1.5,2016,3,400869358,Kansas State,Florida Atlantic,teamrankings,49.5,70.0,20.5,3.1955345464476945,over,win,49-56,0-5,70-85,False,False,False,Big 12,Conference USA,True
hist_gradient_boosting,1.5,2016,3,400869195,Toledo,Fresno State,teamrankings,57.5,69.0,11.5,-4.9537696621164695,under,loss,56-63,0-5,70-85,False,True,False,Mid-American,Mountain West,True
hist_gradient_boosting,1.5,2016,3,400869443,Syracuse,South Florida,teamrankings,74.5,65.0,-9.5,-3.891164317962,under,win,63+,5-10,70-85,True,False,False,ACC,American Athletic,True
hist_gradient_boosting,1.5,2016,3,400868997,Ole Miss,Alabama,teamrankings,53.0,91.0,38.0,1.5596153354795548,over,win,49-56,5-10,70-85,False,False,False,SEC,SEC,True
hist_gradient_boosting,1.5,2016,3,400869442,Oklahoma State,Pittsburgh,teamrankings,57.5,83.0,25.5,3.005846425359972,over,win,56-63,0-5,70-85,False,False,False,Big 12,ACC,True
hist_gradient_boosting,1.5,2016,3,400869283,Miami (OH),Western Kentucky,teamrankings,64.5,55.0,-9.5,-2.2122760018276213,under,win,63+,5-10,70-85,False,False,False,Mid-American,Conference USA,True
hist_gradient_boosting,1.5,2016,3,400868959,Massachusetts,Florida International,teamrankings,49.0,34.0,-15.0,5.622347592002739,over,loss,42-49,15-20,70-85,False,False,False,FBS Independents,Conference USA,True
hist_gradient_boosting,1.5,2016,3,400869437,Virginia Tech,Boston College,teamrankings,39.0,49.0,10.0,4.45113319596629,over,win,<=42,5-10,70-85,False,False,False,ACC,ACC,True
hist_gradient_boosting,1.5,2016,3,400869197,Northern Illinois,San Diego State,teamrankings,48.0,70.0,22.0,5.571196799115303,over,win,42-49,15-20,70-85,False,False,False,Mid-American,Mountain West,True
hist_gradient_boosting,1.5,2016,3,400868995,Kentucky,New Mexico State,teamrankings,65.5,104.0,38.5,-7.740946043312929,under,loss,63+,5-10,50-70,False,True,False,SEC,Sun Belt,True
hist_gradient_boosting,1.5,2016,3,400869284,Illinois,Western Michigan,teamrankings,56.0,44.0,-12.0,5.619521354236768,over,loss,49-56,5-10,70-85,False,False,False,Big Ten,Mid-American,True
hist_gradient_boosting,1.5,2016,3,400869813,Georgia Southern,UL Monroe,teamrankings,57.0,44.0,-13.0,8.091109151669727,over,loss,56-63,0-5,85+,False,False,False,Sun Belt,Sun Belt,True
hist_gradient_boosting,1.5,2016,3,400869360,NC State,Old Dominion,teamrankings,58.0,71.0,13.0,4.798361116634626,over,win,56-63,0-5,85+,False,False,False,ACC,Conference USA,True
hist_gradient_boosting,1.5,2016,3,400869280,Charlotte,Eastern Michigan,teamrankings,62.0,56.0,-6.0,2.4625535328773225,over,loss,56-63,0-5,70-85,False,False,False,Conference USA,Mid-American,True
hist_gradient_boosting,1.5,2016,3,400869814,Louisiana,South Alabama,teamrankings,53.0,51.0,-2.0,6.740900088595452,over,loss,49-56,0-5,70-85,False,False,False,Sun Belt,Sun Belt,True
hist_gradient_boosting,1.5,2016,3,400869362,Southern Miss,Troy,teamrankings,61.0,68.0,7.0,-7.165101136951651,under,loss,56-63,5-10,70-85,False,True,False,Conference USA,Sun Belt,True
hist_gradient_boosting,1.5,2016,3,400869359,Texas Tech,Louisiana Tech,teamrankings,82.5,104.0,21.5,8.271531963800273,over,win,63+,5-10,70-85,False,False,False,Big 12,Conference USA,True
hist_gradient_boosting,1.5,2016,3,400868912,UTEP,Army,teamrankings,47.0,80.0,33.0,6.092235587713075,over,win,42-49,0-5,85+,False,False,False,Conference USA,FBS Independents,True
hist_gradient_boosting,1.5,2016,3,400869521,Tulane,Navy,teamrankings,42.0,35.0,-7.0,11.174812920074888,over,loss,<=42,5-10,70-85,False,False,False,American Athletic,American Athletic,True
hist_gradient_boosting,1.5,2016,3,400868993,Auburn,Texas A&M,teamrankings,55.5,45.0,-10.5,2.7712408693871833,over,loss,49-56,0-5,70-85,False,False,False,SEC,SEC,True
hist_gradient_boosting,1.5,2016,3,400868996,LSU,Mississippi State,teamrankings,47.0,43.0,-4.0,-10.228674395306218,under,win,42-49,missing,missing,False,False,False,SEC,SEC,True
hist_gradient_boosting,1.5,2016,3,400868992,Arkansas,Texas State,teamrankings,59.5,45.0,-14.5,-2.64986524765795,under,win,56-63,0-5,70-85,False,False,False,SEC,Sun Belt,True
hist_gradient_boosting,1.5,2016,3,400868994,Florida,North Texas,teamrankings,52.5,32.0,-20.5,7.865499034563248,over,loss,49-56,5-10,70-85,False,False,False,SEC,Conference USA,True
hist_gradient_boosting,1.5,2016,3,400868948,Notre Dame,Michigan State,teamrankings,49.0,64.0,15.0,6.034460171471289,over,win,42-49,5-10,70-85,False,False,False,FBS Independents,Big Ten,True
hist_gradient_boosting,1.5,2016,3,400868998,Missouri,Georgia,teamrankings,53.5,55.0,1.5,5.900556666724381,over,win,49-56,5-10,70-85,False,False,False,SEC,SEC,True
hist_gradient_boosting,1.5,2016,3,400869439,Northwestern,Duke,teamrankings,44.0,37.0,-7.0,-3.8873984093524374,under,win,42-49,10-15,70-85,False,False,False,Big Ten,ACC,True
hist_gradient_boosting,1.5,2016,3,400869112,San José State,Utah,teamrankings,46.0,51.0,5.0,-3.640432866620869,under,loss,42-49,10-15,70-85,False,False,False,Mountain West,Pac-12,True
hist_gradient_boosting,1.5,2016,3,400869117,California,Texas,teamrankings,79.5,93.0,13.5,-3.141853057912491,under,loss,63+,5-10,50-70,False,False,False,Pac-12,Big 12,True
hist_gradient_boosting,1.5,2016,3,400869108,Arizona,Hawai'i,teamrankings,62.5,75.0,12.5,3.3574864164900897,over,win,56-63,0-5,85+,False,False,False,Pac-12,Mountain West,True
hist_gradient_boosting,1.5,2016,4,400869201,Eastern Michigan,Wyoming,teamrankings,59.5,51.0,-8.5,-1.9878925271652297,under,win,56-63,10-15,70-85,False,False,False,Mid-American,Mountain West,True
hist_gradient_boosting,1.5,2016,4,400869524,SMU,TCU,teamrankings,68.0,36.0,-32.0,3.3846144844843926,over,loss,63+,15-20,85+,False,False,False,American Athletic,Big 12,True
hist_gradient_boosting,1.5,2016,4,400869118,Utah,USC,teamrankings,44.5,58.0,13.5,6.520699751305672,over,win,42-49,0-5,35-50,False,True,False,Pac-12,Pac-12,True
hist_gradient_boosting,1.5,2016,4,400869005,Ole Miss,Georgia,teamrankings,61.0,59.0,-2.0,1.7294204685462935,over,loss,56-63,0-5,85+,False,False,False,SEC,SEC,True
hist_gradient_boosting,1.5,2016,4,400869200,Minnesota,Colorado State,teamrankings,56.0,55.0,-1.0,10.238685652299663,over,loss,49-56,10-15,50-70,False,False,False,Big Ten,Mountain West,True
hist_gradient_boosting,1.5,2016,4,400869659,Michigan State,Wisconsin,teamrankings,42.5,36.0,-6.5,7.709945475777306,over,loss,42-49,10-15,50-70,False,False,False,Big Ten,Big Ten,True
hist_gradient_boosting,1.5,2016,4,400869634,Rutgers,Iowa,teamrankings,56.5,21.0,-35.5,3.1957742422927202,over,loss,56-63,5-10,50-70,False,False,False,Big Ten,Big Ten,True
hist_gradient_boosting,1.5,2016,4,400869448,South Florida,Florida State,teamrankings,64.0,90.0,26.0,2.1508380106218783,over,win,63+,0-5,85+,False,False,False,American Athletic,ACC,True
hist_gradient_boosting,1.5,2016,4,400869002,Alabama,Kent State,teamrankings,49.5,48.0,-1.5,-2.6472339065738093,under,win,49-56,0-5,85+,False,False,False,SEC,Mid-American,True
hist_gradient_boosting,1.5,2016,4,400869204,Iowa State,San José State,teamrankings,52.0,54.0,2.0,2.4562230652405086,over,win,49-56,10-15,70-85,False,False,False,Big 12,Mountain West,True
hist_gradient_boosting,1.5,2016,4,400869203,Purdue,Nevada,teamrankings,59.5,38.0,-21.5,-7.453197807697516,under,win,56-63,5-10,50-70,False,False,False,Big Ten,Mountain West,True
hist_gradient_boosting,1.5,2016,4,400869363,Temple,Charlotte,teamrankings,52.0,68.0,16.0,6.792969478841914,over,win,49-56,5-10,50-70,False,False,False,American Athletic,Conference USA,True
hist_gradient_boosting,1.5,2016,4,400869451,Virginia Tech,East Carolina,teamrankings,57.0,71.0,14.0,1.620691130733145,over,win,56-63,0-5,70-85,False,False,False,ACC,American Athletic,True
hist_gradient_boosting,1.5,2016,4,400869450,UConn,Syracuse,teamrankings,58.0,55.0,-3.0,-10.251238457098134,under,win,56-63,10-15,50-70,False,False,False,American Athletic,ACC,True
hist_gradient_boosting,1.5,2016,4,400868949,Notre Dame,Duke,teamrankings,60.5,73.0,12.5,5.873894254384415,over,win,56-63,5-10,70-85,False,False,False,FBS Independents,ACC,True
hist_gradient_boosting,1.5,2016,4,400869291,Cincinnati,Miami (OH),teamrankings,55.5,47.0,-8.5,6.285748180797882,over,loss,49-56,5-10,70-85,False,False,False,American Athletic,Mid-American,True
hist_gradient_boosting,1.5,2016,4,400869285,Akron,App State,teamrankings,56.0,83.0,27.0,-10.979380716133912,under,loss,49-56,5-10,70-85,False,False,False,Mid-American,Sun Belt,True
hist_gradient_boosting,1.5,2016,4,400869368,Old Dominion,UTSA,teamrankings,49.5,52.0,2.5,11.359525450429787,over,win,49-56,15-20,70-85,False,False,False,Conference USA,Conference USA,True
hist_gradient_boosting,1.5,2016,4,400869452,Indiana,Wake Forest,teamrankings,47.5,61.0,13.5,6.817675494422096,over,win,42-49,0-5,85+,False,False,False,Big Ten,ACC,True
hist_gradient_boosting,1.5,2016,4,400869449,North Carolina,Pittsburgh,teamrankings,67.0,73.0,6.0,5.901331964324822,over,win,63+,0-5,85+,False,False,False,ACC,ACC,True
hist_gradient_boosting,1.5,2016,4,400868960,Massachusetts,Mississippi State,teamrankings,49.5,82.0,32.5,10.754670589714216,over,win,49-56,5-10,50-70,False,False,False,FBS Independents,SEC,True
hist_gradient_boosting,1.5,2016,4,400868925,West Virginia,BYU,teamrankings,53.0,67.0,14.0,-3.8000057918041814,under,loss,49-56,5-10,70-85,False,False,False,Big 12,FBS Independents,True
hist_gradient_boosting,1.5,2016,4,400869123,Oregon State,Boise State,teamrankings,60.0,62.0,2.0,-2.242786379664936,under,loss,56-63,5-10,50-70,False,False,False,Pac-12,Mountain West,True
hist_gradient_boosting,1.5,2016,4,400869658,Michigan,Penn State,teamrankings,56.0,59.0,3.0,-9.007277664932204,under,loss,49-56,5-10,50-70,False,False,False,Big Ten,Big Ten,True
hist_gradient_boosting,1.5,2016,4,400869202,Fresno State,Tulsa,teamrankings,66.5,89.0,22.5,-7.215493787289421,under,loss,63+,0-5,70-85,False,False,False,Mountain West,American Athletic,True
hist_gradient_boosting,1.5,2016,4,400869122,Oregon,Colorado,teamrankings,69.5,79.0,9.5,6.229059605631189,over,win,63+,5-10,50-70,False,False,False,Pac-12,Pac-12,True
hist_gradient_boosting,1.5,2016,4,400869367,Rice,North Texas,teamrankings,55.0,77.0,22.0,-1.8897998462443215,under,loss,49-56,0-5,70-85,False,False,False,Conference USA,Conference USA,True
hist_gradient_boosting,1.5,2016,4,400869003,Auburn,LSU,teamrankings,46.5,31.0,-15.5,2.523362159402675,over,loss,42-49,0-5,85+,False,False,False,SEC,SEC,True
hist_gradient_boosting,1.5,2016,4,400869525,Texas State,Houston,teamrankings,63.5,67.0,3.5,-2.3510101129276997,under,loss,63+,10-15,85+,False,False,False,Sun Belt,American Athletic,True
hist_gradient_boosting,1.5,2016,4,400868913,Buffalo,Army,teamrankings,50.5,43.0,-7.5,-4.5248506986619175,under,win,49-56,5-10,50-70,False,False,False,Mid-American,FBS Independents,True
hist_gradient_boosting,1.5,2016,4,400869364,Florida International,UCF,teamrankings,52.5,67.0,14.5,-7.5093781971202755,under,loss,49-56,0-5,70-85,False,False,False,Conference USA,American Athletic,True
hist_gradient_boosting,1.5,2016,4,400869290,Western Michigan,Georgia Southern,teamrankings,55.5,80.0,24.5,6.378416278957366,over,win,49-56,0-5,70-85,False,False,False,Mid-American,Sun Belt,True
hist_gradient_boosting,1.5,2016,4,400869365,Middle Tennessee,Louisiana Tech,numberfire,69.5,72.0,2.5,5.026614766691672,over,win,63+,5-10,85+,False,False,False,Conference USA,Conference USA,True
hist_gradient_boosting,1.5,2016,4,400869660,Northwestern,Nebraska,teamrankings,48.0,37.0,-11.0,1.531622010658788,over,loss,42-49,5-10,50-70,False,False,False,Big Ten,Big Ten,True
hist_gradient_boosting,1.5,2016,4,400869287,Memphis,Bowling Green,teamrankings,67.5,80.0,12.5,-3.5328378525858497,under,loss,63+,5-10,85+,False,False,False,American Athletic,Mid-American,True
hist_gradient_boosting,1.5,2016,4,400869366,Marshall,Louisville,teamrankings,69.0,87.0,18.0,-1.870229382595219,under,loss,63+,0-5,70-85,False,False,False,Conference USA,ACC,True
hist_gradient_boosting,1.5,2016,4,400869369,UTEP,Southern Miss,teamrankings,58.5,41.0,-17.5,1.7546372609564413,over,loss,56-63,10-15,70-85,False,False,False,Conference USA,Conference USA,True
hist_gradient_boosting,1.5,2016,4,400869526,Tulane,Louisiana,teamrankings,46.5,80.0,33.5,1.7204581552489675,over,win,42-49,0-5,70-85,False,False,False,American Athletic,Sun Belt,True
hist_gradient_boosting,1.5,2016,4,400869121,UCLA,Stanford,teamrankings,47.0,35.0,-12.0,-5.6961507945412135,under,win,42-49,5-10,85+,False,False,False,Pac-12,Pac-12,True
hist_gradient_boosting,1.5,2016,4,400869008,Texas A&M,Arkansas,teamrankings,52.0,69.0,17.0,-2.903747923151184,under,loss,49-56,10-15,70-85,True,True,False,SEC,SEC,True
hist_gradient_boosting,1.5,2016,4,400869120,Arizona State,California,teamrankings,85.0,92.0,7.0,-3.628408553409316,under,loss,63+,5-10,70-85,False,False,False,Pac-12,Pac-12,True
