card_strategy,base_strategy,legs,max_combos_per_week,no_overlap,season,week,weekly_rank,game_ids,matchups,results,result,units,avg_abs_pred_edge,min_abs_pred_edge,avg_market_residual
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2016,1,1,400869090|400869507,Hawai'i at California | Oklahoma at Houston,loss|win,loss,-1.0,4.886472079544501,4.704696529060801,3.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2016,2,1,400869430|400869511,Troy at Clemson | Cincinnati at Purdue,win|loss,loss,-1.0,9.627557982110755,8.558090690991504,-3.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2016,3,1,400869109|400868995,Arizona State at UTSA | New Mexico State at Kentucky,loss|loss,loss,-1.0,8.56845436482103,7.740946043312929,20.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2016,4,1,400869450|400869203,Syracuse at UConn | Nevada at Purdue,win|win,win,2.6446280991735542,9.116862947637228,7.982487438176324,-12.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2016,5,1,400869126|400869453,Arizona State at USC | Louisville at Clemson,win|loss,loss,-1.0,8.12765136166571,7.587294521387339,5.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2016,6,1,400869217|400869134,Hawai'i at San José State | California at Oregon State,win|loss,loss,-1.0,7.069470880369306,6.95922501315306,4.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2016,7,1,400869541|400869462,Tulsa at Houston | NC State at Clemson,loss|win,loss,-1.0,6.604934948471632,4.653693149960715,-9.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2016,8,1,400869225|400869544,Hawai'i at Air Force | East Carolina at Cincinnati,loss|win,loss,-1.0,12.147327681458282,11.244438382157382,-5.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2016,9,1,400869145|400869391,California at USC | Middle Tennessee at Florida International,win|loss,loss,-1.0,7.2016430554167465,6.519493782860732,5.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2016,10,1,400869477|400869479,Syracuse at Clemson | Florida State at NC State,win|win,win,2.6446280991735542,9.163092118472157,8.80676467950402,-14.5
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2016,11,1,400869485|400869692,Pittsburgh at Clemson | Northwestern at Purdue,loss|loss,loss,-1.0,7.480840426328573,7.344235773224422,14.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2016,12,1,400869623|400869332,Oklahoma State at TCU | Ball State at Toledo,win|win,win,2.6446280991735542,10.291447136705033,8.346077629700837,-22.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2016,13,1,400869169|400869252,UCLA at California | Boise State at Air Force,win|win,win,2.6446280991735542,8.300689772636359,7.640836055644723,-20.5
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2017,1,1,400933829|400941789,Georgia Southern at Auburn | UL Monroe at Memphis,win|loss,loss,-1.0,8.921358656667817,8.078854370504585,-3.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2017,2,1,400938601|400941798,North Texas at SMU | Louisiana at Tulsa,loss|loss,loss,-1.0,6.545564475423505,6.112845774057524,35.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2017,3,1,400934511|400944837,Texas at USC | Troy at New Mexico State,win|win,win,2.6446280991735542,9.208887786167546,7.876360114437367,-13.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2017,4,1,400938619|400934518,UTEP at New Mexico State | Texas Tech at Houston,win|win,win,2.6446280991735542,8.131186401934201,6.727301645350376,-10.5
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2017,5,1,400938623|400935288,Middle Tennessee at Florida Atlantic | Washington at Oregon State,win|win,win,2.6446280991735542,8.3964678811957,8.194379931991115,-6.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2017,6,1,400944991|400941817,Eastern Michigan at Toledo | Temple at East Carolina,win|win,win,2.6446280991735542,8.860412385254481,7.521739781997527,-20.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2017,7,1,400934526|400941821,Baylor at Oklahoma State | UConn at Temple,loss|win,loss,-1.0,5.6266523894207365,3.898042160596797,0.5
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2017,8,1,400934578|400941827,USC at Notre Dame | Tulsa at UConn,loss|win,loss,-1.0,8.227609400028575,8.176453927074464,-20.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2017,9,1,400933901|400935394,Missouri at UConn | Penn State at Ohio State,win|loss,loss,-1.0,9.37970891043442,8.741134644995343,4.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2017,10,1,400933909|400941835,Florida at Missouri | Memphis at Tulsa,win|win,win,2.6446280991735542,8.571641428929208,7.087058547325792,-13.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2017,11,1,400933915|400941842,Louisiana at Ole Miss | UConn at UCF,loss|loss,loss,-1.0,6.249724208050575,5.0403807473297,6.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2017,12,1,400935415|400941845,Nebraska at Penn State | Cincinnati at East Carolina,loss|loss,loss,-1.0,8.935576202947653,8.905117074610933,20.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2017,13,1,400933931|400944881,Missouri at Arkansas | Georgia Southern at Louisiana,loss|loss,loss,-1.0,10.522206812070625,10.337035924397863,13.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2017,14,1,400944884|400955151,Louisiana at App State | Memphis at UCF,loss|loss,loss,-1.0,4.807045191496897,4.721571572964284,27.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2018,1,1,401012679|401079833,Cincinnati at UCLA | North Carolina A&T at East Carolina,win|win,win,2.6446280991735542,5.779363528242609,5.622325150964062,-16.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2018,2,1,401012732|401012726,Southern Utah at Oregon State | Arizona at Houston,loss|win,loss,-1.0,11.788878873757152,10.201284116152753,-2.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2018,3,1,401022521|401012277,Prairie View A&M at UNLV | Alabama at Ole Miss,win|win,win,2.6446280991735542,11.248780389836076,10.806487259530236,-3.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2018,4,1,401012750|401022524,Arizona at Oregon State | Duquesne at Hawai'i,win|win,win,2.6446280991735542,16.522757577177288,15.795278851346596,-17.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2018,5,1,401012757|401019496,Oregon at California | Memphis at Tulane,loss|win,loss,-1.0,8.046781781614637,6.773608322224683,2.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2018,6,1,401022530|401020751,New Mexico at UNLV | Bowling Green at Toledo,loss|loss,loss,-1.0,7.111397173454563,6.191462850431766,8.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2018,7,1,401012308|401020760,Ole Miss at Arkansas | Western Michigan at Bowling Green,loss|loss,loss,-1.0,9.18062043956418,8.394007588883538,6.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2018,8,1,401019511|401019512,UConn at South Florida | Houston at Navy,push|loss,loss,-1.0,7.890447173742295,7.497397817861,13.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2018,9,1,401021681|401013189,Arkansas State at Louisiana | Notre Dame at Navy,loss|loss,loss,-1.0,7.339225892702011,6.593541446895656,15.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2018,10,1,401019520|401012328,Memphis at East Carolina | South Carolina at Ole Miss,loss|loss,loss,-1.0,11.047836970086191,10.52632031888351,28.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2018,11,1,401015042|401013333,North Texas at Old Dominion | Purdue at Minnesota,win|win,win,2.6446280991735542,10.008430887640191,9.853134087456985,-4.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2018,12,1,401022564|401019530,UNLV at Hawai'i | Memphis at SMU,win|win,win,2.6446280991735542,12.049543702468842,11.930091102322976,-19.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2018,13,1,401012797|401013447,Oregon at Oregon State | New Mexico State at Liberty,win|win,win,2.6446280991735542,13.732190084094169,13.337796308937508,-12.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2019,1,1,401110720|401114228,Duke at Alabama | New Mexico State at Washington State,win|win,win,2.6446280991735542,6.398417133116309,6.393698782305884,-6.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2019,2,1,401112140|401114251,UTEP at Texas Tech | Marshall at Boise State,win|win,win,2.6446280991735542,4.720800461336751,4.575818261174213,-30.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2019,3,1,401114234|401114336,Hawai'i at Washington | New Mexico at Notre Dame,loss|loss,loss,-1.0,6.809377161955302,5.871534423585833,14.5
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2019,4,1,401112462|401114340,Western Michigan at Syracuse | New Mexico State at New Mexico,loss|loss,loss,-1.0,7.798856495382173,7.452089413809183,28.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2019,5,1,401114356|401112466,Akron at Massachusetts | Wake Forest at Boston College,loss|win,loss,-1.0,5.3022077747156136,3.700105208581639,-6.5
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2019,6,1,401114274|401112101,Massachusetts at Florida International | Oklahoma at Kansas,win|win,win,2.6446280991735542,7.211183323982658,6.504605059977206,-14.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2019,7,1,401114204|401114343,Utah at Oregon State | New Mexico State at Central Michigan,win|loss,loss,-1.0,6.0456386982178305,5.737717018560503,6.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2019,8,1,401114169|401114289,Arizona at USC | Southern Miss at Louisiana Tech,win|loss,loss,-1.0,6.104425455752245,5.535083303455264,1.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2019,9,1,401112132|401119292,Texas at TCU | Ohio at Ball State,loss|win,loss,-1.0,6.174850469496095,5.900176253853437,1.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2019,10,1,401114303|401117897,UTEP at North Texas | SMU at Memphis,loss|loss,loss,-1.0,8.277875669082349,8.233596715784946,25.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2019,11,1,401117900|401117543,UCF at Tulsa | San José State at Hawai'i,win|loss,loss,-1.0,6.147828986385537,5.211814484908005,0.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2019,12,1,401114172|401112093,Arizona at Oregon | Texas at Iowa State,win|win,win,2.6446280991735542,5.257068177409849,3.909138642964482,-24.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2019,13,1,401119305|401114358,Eastern Michigan at Northern Illinois | BYU at Massachusetts,loss|loss,loss,-1.0,7.3965897615525025,6.616001787422812,7.5
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2019,14,1,401112524|401112525,North Carolina at NC State | Wake Forest at Syracuse,win|loss,loss,-1.0,8.314329903048712,7.5480779129565185,-2.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2019,15,1,401132982|401132979,Miami (OH) at Central Michigan | Hawai'i at Boise State,win|win,win,2.6446280991735542,6.749034297724725,5.767467042625848,-16.5
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2020,3,1,401207120|401215302,SMU at North Texas | Texas State at UL Monroe,loss|win,loss,-1.0,5.842403674351582,5.452643689808407,12.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2020,4,1,401212536|401234566,UCF at East Carolina | NC State at Virginia Tech,loss|loss,loss,-1.0,8.149462298013624,5.107234816282002,7.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2020,5,1,401237094|401212531,Arkansas at Mississippi State | Tulsa at UCF,win|win,win,2.6446280991735542,10.864573386355394,9.563423861518768,-21.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2020,6,1,401236005|401215308,Texas at Oklahoma | Texas State at Troy,loss|win,loss,-1.0,5.7304099627788565,5.203659514967027,9.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2020,7,1,401212537|401250215,UCF at Memphis | Massachusetts at Georgia Southern,loss|win,loss,-1.0,6.558887162464736,6.129452175486091,0.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2020,8,1,401247293|401212524,Nebraska at Ohio State | Tulane at UCF,win|loss,loss,-1.0,11.407512958971129,10.340622955786127,6.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2020,9,1,401249002|401212538,Nevada at UNLV | UCF at Houston,win|win,win,2.6446280991735542,7.305159597555515,6.084782161537511,-10.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2020,10,1,401253924|401249009,Arkansas State at Louisiana | Utah State at Nevada,win|win,win,2.6446280991735542,8.502664692222123,6.989002910643157,-18.5
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2020,11,1,401234642|401212518,Wake Forest at North Carolina | Temple at UCF,loss|win,loss,-1.0,8.812133370814943,8.610071446605033,10.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2020,12,1,401247326|401237141,Indiana at Ohio State | Missouri at South Carolina,loss|win,loss,-1.0,4.626402643128677,3.96247682531351,-10.5
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2020,13,1,401212513|401207191,SMU at East Carolina | North Texas at UTSA,loss|win,loss,-1.0,10.076159214189307,9.314580346701412,8.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2020,14,1,401249879|401248781,Eastern Michigan at Western Michigan | Western Carolina at North Carolina,loss|win,loss,-1.0,7.890233320510136,5.651024167398783,8.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2021,1,1,401281950|401309840,Central Michigan at Missouri | Utah State at Washington State,win|win,win,2.6446280991735542,7.685907135414366,6.831056980733921,-9.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2021,2,1,401282623|401282621,Boston College at Massachusetts | Georgia State at North Carolina,loss|loss,loss,-1.0,6.648488292477593,6.156964141739784,13.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2021,3,1,401309852|401282076,USC at Washington State | Mississippi State at Memphis,win|win,win,2.6446280991735542,9.615864207218847,8.359754948533167,-2.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2021,4,1,401309554|401282765,San José State at Western Michigan | Kent State at Maryland,win|win,win,2.6446280991735542,6.921990493416843,6.396032254324186,-27.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2021,5,1,401282650|401286302,Duke at North Carolina | Toledo at Massachusetts,win|win,win,2.6446280991735542,9.779025615691262,8.81509708483496,-17.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2021,6,1,401309616|401282769,Coastal Carolina at Arkansas State | Maryland at Ohio State,win|loss,loss,-1.0,8.09766420600164,7.61957217363565,4.5
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2021,7,1,401309572|401310720,Kent State at Western Michigan | Utah State at UNLV,loss|win,loss,-1.0,6.79440577218441,6.353211679919595,7.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2021,8,1,401309624|401282236,Louisiana at Arkansas State | Western Kentucky at Florida International,win|win,win,2.6446280991735542,9.34475492305057,8.82318801628276,-19.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2021,9,1,401310731|401282814,Hawai'i at Utah State | Penn State at Ohio State,loss|win,loss,-1.0,6.256584397922931,5.507232158753796,6.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2021,10,1,401309581|401309633,Central Michigan at Western Michigan | App State at Arkansas State,loss|win,loss,-1.0,8.564491200642601,8.45237289560279,0.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2021,11,1,401309587|401309584,Ball State at Northern Illinois | Akron at Western Michigan,win|loss,loss,-1.0,9.41698086802431,8.314018938675144,11.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2021,12,1,401282786|401282261,Michigan State at Ohio State | Marshall at Charlotte,win|loss,loss,-1.0,7.880229535258199,7.846528787660583,3.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2021,13,1,401282153|401282702,Vanderbilt at Tennessee | Pittsburgh at Syracuse,loss|win,loss,-1.0,7.78897483974252,7.503679686372626,-6.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2021,14,1,401387250|401282156,USC at California | Western Kentucky at UTSA,win|loss,loss,-1.0,7.694393702464744,6.864293312729115,-2.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2022,1,1,401426530|401403966,Charlotte at Florida Atlantic | TCU at Colorado,win|win,win,2.6446280991735542,5.799564825165772,5.537506880135425,-6.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2022,2,1,401405079|401404066,Arkansas State at Ohio State | Kent State at Oklahoma,win|win,win,2.6446280991735542,6.701986171984557,6.078734305275162,-24.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2022,3,1,401403992|401426554,Fresno State at USC | Charlotte at Georgia State,win|loss,loss,-1.0,6.996381362494962,6.1024821430523,5.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2022,4,1,401404078|401403998,TCU at SMU | UCLA at Colorado,loss|loss,loss,-1.0,7.4597502500463655,6.554256476011887,4.5
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2022,5,1,401415188|401403904,Brown at Rhode Island | Eastern Washington at Florida,win|win,win,2.6446280991735542,6.699469570159279,5.837180726987314,-10.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2022,6,1,401404089|401404090,TCU at Kansas | Texas at Oklahoma,win|win,win,2.6446280991735542,8.025856274500605,6.605242146813482,-8.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2022,7,1,401404094|401416623,Kansas at Oklahoma | Ohio at Western Michigan,loss|win,loss,-1.0,7.171736800648192,6.659350657300339,6.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2022,8,1,401404099|401413230,West Virginia at Texas Tech | Eastern Washington at Cal Poly,win|win,win,2.6446280991735542,8.033051771329704,7.035625688309225,-28.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2022,9,1,401404103|401411148,TCU at West Virginia | Wake Forest at Louisville,loss|loss,loss,-1.0,7.442727181892356,7.204555514705928,2.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2022,10,1,401404030|401404028,Oregon at Colorado | UCLA at Arizona State,win|loss,loss,-1.0,7.667950300009715,7.390250207210241,7.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2022,11,1,401426605|401415656,Louisiana Tech at UTSA | SMU at South Florida,win|win,win,2.6446280991735542,7.01621778294347,6.164524197185624,-9.5
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2022,12,1,401404044|401403947,USC at UCLA | Ole Miss at Arkansas,loss|loss,loss,-1.0,8.92554261497824,7.348758903157652,8.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2022,13,1,401404046|401415666,UCLA at California | Memphis at SMU,loss|win,loss,-1.0,5.924632645208252,5.85070272455452,-1.5
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2022,14,1,401437009|401437008,Clemson at North Carolina | UCF at Tulane,win|loss,loss,-1.0,4.286097050404271,3.589973809920646,0.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2022,15,1,401507652|401507650,Incarnate Word at Sacramento State | Samford at North Dakota State,loss|win,loss,-1.0,5.096681107951147,4.477924001365344,8.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2023,2,1,401525830|401531378,SMU at Oklahoma | UAB at Georgia Southern,win|loss,loss,-1.0,6.266781717991799,5.011389123854257,-4.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2023,3,1,401520249|401525836,Georgia Southern at Wisconsin | TCU at Houston,win|win,win,2.6446280991735542,5.290546719411781,4.132041040446576,-15.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2023,4,1,401540157|401531871,Texas Southern at Grambling | Georgia Southern at Ball State,win|win,win,2.6446280991735542,4.5914821389591145,3.787374847557941,-11.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2023,5,1,401520288|401524021,LSU at Ole Miss | Washington at Arizona,loss|win,loss,-1.0,6.518311200284583,5.371036110919599,12.5
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2023,6,1,401520308|401540292,Arkansas at Ole Miss | Rhode Island at Brown,win|loss,loss,-1.0,7.596485017667563,5.777013507738943,-7.5
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2023,7,1,401531381|401524034,UAB at UTSA | Oregon at Washington,win|loss,loss,-1.0,5.764864641079553,5.504369441984216,-2.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2023,8,1,401525528|401532602,Boston College at Georgia Tech | Utah State at San José State,loss|win,loss,-1.0,5.409748698363447,5.2555547092179085,0.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2023,10,1,401531910|401524048,Georgia Southern at Texas State | Washington at USC,push|loss,loss,-1.0,6.258886125994136,5.480544211675618,8.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2023,11,1,401525892|401531437,Oklahoma State at UCF | North Texas at SMU,win|win,win,2.6446280991735542,5.874962661236076,4.453605948327004,-9.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2023,12,1,401524060|401540493,Washington at Oregon State | Maine at New Hampshire,win|win,win,2.6446280991735542,6.757936610102777,5.652451139321101,-12.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2023,13,1,401520430|401525900,Georgia at Georgia Tech | TCU at Oklahoma,win|loss,loss,-1.0,7.1214629478146065,4.110745959626859,21.5
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2024,1,1,401628319|401634300,Western Kentucky at Alabama | TCU at Stanford,loss|push,loss,-1.0,7.422778174238745,7.002891129269016,1.5
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2024,2,1,401628342|401643708,Middle Tennessee at Ole Miss | Georgia Southern at Nevada,win|win,win,2.6446280991735542,5.84693530370294,5.513970895048729,-14.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2024,3,1,401628360|401636869,Kent State at Tennessee | Oklahoma State at Tulsa,loss|win,loss,-1.0,6.76424189373515,6.447786846822884,0.5
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2024,4,1,401628366|401643790,Georgia Southern at Ole Miss | South Alabama at App State,win|win,win,2.6446280991735542,7.935789405215248,6.787808837443402,-2.0
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2024,5,1,401636882|401636883,TCU at Kansas | Oklahoma State at Kansas State,loss|loss,loss,-1.0,5.607330390424668,5.092654118158898,5.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2024,6,1,401635572|401643800,Pittsburgh at North Carolina | South Alabama at Arkansas State,win|win,win,2.6446280991735542,5.518856780897757,4.142138012784975,-16.75
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2024,7,1,401643806|401635577,App State at Louisiana | Georgia Tech at North Carolina,win|loss,loss,-1.0,3.992584064568138,3.5897674198148923,4.25
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2024,9,1,401628667|401643741,Towson at Monmouth | New Mexico at Colorado State,win|win,win,2.6446280991735542,3.7781159876594503,3.744607124450517,-30.5
hgb_under_3p5_high_total_2leg_top1_nonoverlap,hgb_under_3p5_high_total,2,1,True,2024,10,1,401640994|401634114,Jacksonville State at Liberty | Portland State at Sacramento State,win|loss,loss,-1.0,7.105009297716867,5.268942483996617,7.75
