card_strategy,base_strategy,legs,max_combos_per_week,no_overlap,season,week,weekly_rank,game_ids,matchups,results,result,units,avg_abs_pred_edge,min_abs_pred_edge,avg_market_residual
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2019,4,2,401110798|401110797,San José State at Arkansas | Southern Miss at Alabama,win|win,win,2.6446280991735542,5.462533972576672,4.7860997117529696,-7.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2019,5,1,401114356|401112466,Akron at Massachusetts | Wake Forest at Boston College,loss|win,loss,-1.0,5.3022077747156136,3.700105208581639,-6.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2019,6,1,401114274|401112101,Massachusetts at Florida International | Oklahoma at Kansas,win|win,win,2.6446280991735542,7.211183323982658,6.504605059977206,-14.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2019,6,2,401117877|401114337,Memphis at UL Monroe | Bowling Green at Notre Dame,loss|win,loss,-1.0,5.446342133714575,4.477890746060414,5.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2019,7,1,401114204|401114343,Utah at Oregon State | New Mexico State at Central Michigan,win|loss,loss,-1.0,6.0456386982178305,5.737717018560503,6.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2019,8,1,401114169|401114289,Arizona at USC | Southern Miss at Louisiana Tech,win|loss,loss,-1.0,6.104425455752245,5.535083303455264,1.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2019,8,2,401112487|401121954,Florida State at Wake Forest | Louisiana at Arkansas State,win|win,win,2.6446280991735542,5.188668073499757,4.89458623741208,-19.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2019,9,1,401112132|401119292,Texas at TCU | Ohio at Ball State,loss|win,loss,-1.0,6.174850469496095,5.900176253853437,1.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2019,9,2,401114159|401114197,Arizona State at UCLA | Washington State at Oregon,loss|loss,loss,-1.0,4.252116707868013,3.998705559218109,11.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2019,10,1,401114303|401117897,UTEP at North Texas | SMU at Memphis,loss|loss,loss,-1.0,8.277875669082349,8.233596715784946,25.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2019,10,2,401114352|401121961,Liberty at Massachusetts | Arkansas State at UL Monroe,loss|loss,loss,-1.0,5.6012431263995435,5.093129014349033,16.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2019,11,1,401117900|401117543,UCF at Tulsa | San José State at Hawai'i,win|loss,loss,-1.0,6.147828986385537,5.211814484908005,0.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2019,11,2,401110847|401114305,New Mexico State at Ole Miss | Florida International at Florida Atlantic,win|win,win,2.6446280991735542,4.2533805632122865,3.894975244883733,-17.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2019,12,1,401114172|401112093,Arizona at Oregon | Texas at Iowa State,win|win,win,2.6446280991735542,5.257068177409849,3.909138642964482,-24.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2019,13,1,401119305|401114358,Eastern Michigan at Northern Illinois | BYU at Massachusetts,loss|loss,loss,-1.0,7.3965897615525025,6.616001787422812,7.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2019,14,1,401112524|401112525,North Carolina at NC State | Wake Forest at Syracuse,win|loss,loss,-1.0,8.314329903048712,7.5480779129565185,-2.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2019,14,2,401114346|401114322,New Mexico State at Liberty | Southern Miss at Florida Atlantic,loss|win,loss,-1.0,6.928056922173595,6.778575667276767,1.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2019,15,1,401132982|401132979,Miami (OH) at Central Michigan | Hawai'i at Boise State,win|win,win,2.6446280991735542,6.749034297724725,5.767467042625848,-16.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2020,3,1,401207120|401215302,SMU at North Texas | Texas State at UL Monroe,loss|win,loss,-1.0,5.842403674351582,5.452643689808407,12.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2020,4,1,401212536|401234566,UCF at East Carolina | NC State at Virginia Tech,loss|loss,loss,-1.0,8.149462298013624,5.107234816282002,7.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2020,5,1,401237094|401212531,Arkansas at Mississippi State | Tulsa at UCF,win|win,win,2.6446280991735542,10.864573386355394,9.563423861518768,-21.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2020,5,2,401240282|401212547,Campbell at Wake Forest | East Carolina at Georgia State,loss|loss,loss,-1.0,7.818397765066633,6.801288890568995,9.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2020,6,1,401236005|401215308,Texas at Oklahoma | Texas State at Troy,loss|win,loss,-1.0,5.7304099627788565,5.203659514967027,9.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2020,7,1,401212537|401250215,UCF at Memphis | Massachusetts at Georgia Southern,loss|win,loss,-1.0,6.558887162464736,6.129452175486091,0.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2020,7,2,401207150|401234610,North Texas at Middle Tennessee | Clemson at Georgia Tech,loss|loss,loss,-1.0,4.687525541774468,3.659248738798572,15.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2020,8,1,401247293|401212524,Nebraska at Ohio State | Tulane at UCF,win|loss,loss,-1.0,11.407512958971129,10.340622955786127,6.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2020,8,2,401234623|401240642,Virginia Tech at Wake Forest | Arkansas State at App State,win|win,win,2.6446280991735542,7.375713446789812,7.063938902697846,-18.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2020,9,1,401249002|401212538,Nevada at UNLV | UCF at Houston,win|win,win,2.6446280991735542,7.305159597555515,6.084782161537511,-10.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2020,9,2,401234627|401215319,Virginia Tech at Louisville | App State at UL Monroe,loss|win,loss,-1.0,5.364578544437766,4.709715035438146,-1.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2020,10,1,401253924|401249009,Arkansas State at Louisiana | Utah State at Nevada,win|win,win,2.6446280991735542,8.502664692222123,6.989002910643157,-18.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2020,10,2,401212480|401234636,South Florida at Memphis | Liberty at Virginia Tech,win|loss,loss,-1.0,4.837795235924584,4.727304519683829,2.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2020,11,1,401234642|401212518,Wake Forest at North Carolina | Temple at UCF,loss|win,loss,-1.0,8.812133370814943,8.610071446605033,10.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2020,11,2,401234639|401249015,Florida State at NC State | Nevada at New Mexico,win|win,win,2.6446280991735542,6.9379432045289935,6.222785084953268,-8.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2020,12,1,401247326|401237141,Indiana at Ohio State | Missouri at South Carolina,loss|win,loss,-1.0,4.626402643128677,3.96247682531351,-10.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2020,13,1,401212513|401207191,SMU at East Carolina | North Texas at UTSA,loss|win,loss,-1.0,10.076159214189307,9.314580346701412,8.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2020,13,2,401249877|401212483,Kent State at Buffalo | UCF at South Florida,loss|loss,loss,-1.0,7.554838991831955,7.1689435838852775,37.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2020,14,1,401249879|401248781,Eastern Michigan at Western Michigan | Western Carolina at North Carolina,loss|win,loss,-1.0,7.890233320510136,5.651024167398783,8.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,1,1,401281950|401309840,Central Michigan at Missouri | Utah State at Washington State,win|win,win,2.6446280991735542,7.685907135414366,6.831056980733921,-9.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,1,2,401309842|401282055,San José State at USC | Louisville at Ole Miss,win|win,win,2.6446280991735542,6.209061786372151,5.992538576228414,-15.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,2,1,401282623|401282621,Boston College at Massachusetts | Georgia State at North Carolina,loss|loss,loss,-1.0,6.648488292477593,6.156964141739784,13.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,2,2,401301003|401301001,Memphis at Arkansas State | Bethune-Cookman at UCF,loss|loss,loss,-1.0,5.649672802169565,5.175603669788436,25.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,3,1,401309852|401282076,USC at Washington State | Mississippi State at Memphis,win|win,win,2.6446280991735542,9.615864207218847,8.359754948533167,-2.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,3,2,401282810|401282075,Tulsa at Ohio State | Tulane at Ole Miss,loss|loss,loss,-1.0,7.217924888019942,6.958444534751219,2.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,4,1,401309554|401282765,San José State at Western Michigan | Kent State at Maryland,win|win,win,2.6446280991735542,6.921990493416843,6.396032254324186,-27.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,4,2,401282638|401282084,Wake Forest at Virginia | Tennessee at Florida,win|win,win,2.6446280991735542,5.900812555437461,5.769830526703161,-15.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,5,1,401282650|401286302,Duke at North Carolina | Toledo at Massachusetts,win|win,win,2.6446280991735542,9.779025615691262,8.81509708483496,-17.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,5,2,401301016|401309912,South Florida at SMU | BYU at Utah State,win|win,win,2.6446280991735542,8.717040259546788,8.68516077420744,-11.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,6,1,401309616|401282769,Coastal Carolina at Arkansas State | Maryland at Ohio State,win|loss,loss,-1.0,8.09766420600164,7.61957217363565,4.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,6,2,401309567|401309870,Central Michigan at Ohio | UCLA at Arizona,win|win,win,2.6446280991735542,6.030290193002035,5.949611082381868,-5.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,7,1,401309572|401310720,Kent State at Western Michigan | Utah State at UNLV,loss|win,loss,-1.0,6.79440577218441,6.353211679919595,7.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,7,2,401282232|401310722,Western Kentucky at Old Dominion | Hawai'i at Nevada,win|win,win,2.6446280991735542,5.24474818867855,4.95557511063539,-7.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,8,1,401309624|401282236,Louisiana at Arkansas State | Western Kentucky at Florida International,win|win,win,2.6446280991735542,9.34475492305057,8.82318801628276,-19.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,8,2,401301025|401282113,Tulane at SMU | LSU at Ole Miss,loss|win,loss,-1.0,7.775571437875516,6.983843849559824,-9.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,9,1,401310731|401282814,Hawai'i at Utah State | Penn State at Ohio State,loss|win,loss,-1.0,6.256584397922931,5.507232158753796,6.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,9,2,401309887|401287931,UCLA at Utah | Texas Tech at Oklahoma,loss|loss,loss,-1.0,4.425993084632722,4.35620809435786,6.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,10,1,401309581|401309633,Central Michigan at Western Michigan | App State at Arkansas State,loss|win,loss,-1.0,8.564491200642601,8.45237289560279,0.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,10,2,401310738|401309892,Utah State at New Mexico State | USC at Arizona State,win|win,win,2.6446280991735542,7.9263661879600935,7.781813066170192,-19.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,11,1,401309587|401309584,Ball State at Northern Illinois | Akron at Western Michigan,win|loss,loss,-1.0,9.41698086802431,8.314018938675144,11.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,11,2,401309898|401309586,Colorado at UCLA | Kent State at Central Michigan,loss|loss,loss,-1.0,6.2583462937462535,5.807393599124162,7.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,12,1,401282786|401282261,Michigan State at Ohio State | Marshall at Charlotte,win|loss,loss,-1.0,7.880229535258199,7.846528787660583,3.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,12,2,401282139|401309591,Vanderbilt at Ole Miss | Central Michigan at Ball State,win|win,win,2.6446280991735542,7.032383976607139,6.60791395662344,-10.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,13,1,401282153|401282702,Vanderbilt at Tennessee | Pittsburgh at Syracuse,loss|win,loss,-1.0,7.78897483974252,7.503679686372626,-6.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,13,2,401309647|401309597,Texas State at Arkansas State | Akron at Toledo,win|loss,loss,-1.0,5.45236898680071,5.340893375057397,-5.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,14,1,401387250|401282156,USC at California | Western Kentucky at UTSA,win|loss,loss,-1.0,7.694393702464744,6.864293312729115,-2.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2021,14,2,401331160|401331159,Kent State at Northern Illinois | Oregon at Utah,win|win,win,2.6446280991735542,4.364775825677704,4.111495597138449,-10.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,1,1,401426530|401403966,Charlotte at Florida Atlantic | TCU at Colorado,win|win,win,2.6446280991735542,5.799564825165772,5.537506880135425,-6.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,1,2,401426542|401422975,Houston at UTSA | Western Carolina at Charleston Southern,loss|loss,loss,-1.0,3.8166933606861306,3.7163926226624606,18.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,2,1,401405079|401404066,Arkansas State at Ohio State | Kent State at Oklahoma,win|win,win,2.6446280991735542,6.701986171984557,6.078734305275162,-24.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,2,2,401426545|401403975,Maryland at Charlotte | Arizona State at Oklahoma State,loss|win,loss,-1.0,4.683131411815951,3.638967650011229,2.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,3,1,401403992|401426554,Fresno State at USC | Charlotte at Georgia State,win|loss,loss,-1.0,6.996381362494962,6.1024821430523,5.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,3,2,401404068|401420789,Kansas at Houston | Hampton at Norfolk State,loss|win,loss,-1.0,4.733733229890016,3.8103346888641183,-10.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,4,1,401404078|401403998,TCU at SMU | UCLA at Colorado,loss|loss,loss,-1.0,7.4597502500463655,6.554256476011887,4.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,4,2,401416605|401426334,Ball State at Georgia Southern | Coastal Carolina at Georgia State,win|loss,loss,-1.0,6.201505012056041,5.996362690249953,-4.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,5,1,401415188|401403904,Brown at Rhode Island | Eastern Washington at Florida,win|win,win,2.6446280991735542,6.699469570159279,5.837180726987314,-10.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,5,2,401413227|401428481,Sacramento State at Cal Poly | Georgetown at Fordham,loss|loss,loss,-1.0,5.254248029124386,5.205153743856113,19.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,6,1,401404089|401404090,TCU at Kansas | Texas at Oklahoma,win|win,win,2.6446280991735542,8.025856274500605,6.605242146813482,-8.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,6,2,401416613|401404008,Ball State at Central Michigan | Oregon at Arizona,win|win,win,2.6446280991735542,4.848704672735602,4.699546312094595,-15.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,7,1,401404094|401416623,Kansas at Oklahoma | Ohio at Western Michigan,loss|win,loss,-1.0,7.171736800648192,6.659350657300339,6.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,7,2,401420850|401426586,Incarnate Word at Nicholls | Louisiana Tech at North Texas,win|loss,loss,-1.0,6.034735218923808,5.741114566655175,-2.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,8,1,401404099|401413230,West Virginia at Texas Tech | Eastern Washington at Cal Poly,win|win,win,2.6446280991735542,8.033051771329704,7.035625688309225,-28.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,8,2,401404096|401416625,Kansas at Baylor | Northern Illinois at Ohio,loss|win,loss,-1.0,5.661751418957628,4.974760359792315,-11.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,9,1,401404103|401411148,TCU at West Virginia | Wake Forest at Louisville,loss|loss,loss,-1.0,7.442727181892356,7.204555514705928,2.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,9,2,401418641|401404025,Eastern Kentucky at Southeast Missouri State | Stanford at UCLA,win|win,win,2.6446280991735542,4.969397911480813,4.736345310500745,-17.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,10,1,401404030|401404028,Oregon at Colorado | UCLA at Arizona State,win|loss,loss,-1.0,7.667950300009715,7.390250207210241,7.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,10,2,401404027|401404106,Arizona at Utah | Oklahoma State at Kansas,win|win,win,2.6446280991735542,6.773322995568854,6.309658290648039,-5.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,11,1,401426605|401415656,Louisiana Tech at UTSA | SMU at South Florida,win|win,win,2.6446280991735542,7.01621778294347,6.164524197185624,-9.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,11,2,401404034|401411164,Arizona at UCLA | North Carolina at Wake Forest,win|win,win,2.6446280991735542,5.6569597309801765,5.413135040152511,-12.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,12,1,401404044|401403947,USC at UCLA | Ole Miss at Arkansas,loss|loss,loss,-1.0,8.92554261497824,7.348758903157652,8.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,12,2,401404118|401404116,Oklahoma State at Oklahoma | Texas at Kansas,win|loss,loss,-1.0,5.40731326709944,4.622007237138175,-10.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,13,1,401404046|401415666,UCLA at California | Memphis at SMU,loss|win,loss,-1.0,5.924632645208252,5.85070272455452,-1.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,13,2,401404133|401426618,Notre Dame at USC | UTEP at UTSA,loss|loss,loss,-1.0,5.25777658530772,5.19485823561007,5.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,14,1,401437009|401437008,Clemson at North Carolina | UCF at Tulane,win|loss,loss,-1.0,4.286097050404271,3.589973809920646,0.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2022,15,1,401507652|401507650,Incarnate Word at Sacramento State | Samford at North Dakota State,loss|win,loss,-1.0,5.096681107951147,4.477924001365344,8.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2023,2,1,401525830|401531378,SMU at Oklahoma | UAB at Georgia Southern,win|loss,loss,-1.0,6.266781717991799,5.011389123854257,-4.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2023,3,1,401520249|401525836,Georgia Southern at Wisconsin | TCU at Houston,win|win,win,2.6446280991735542,5.290546719411781,4.132041040446576,-15.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2023,4,1,401540157|401531871,Texas Southern at Grambling | Georgia Southern at Ball State,win|win,win,2.6446280991735542,4.5914821389591145,3.787374847557941,-11.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2023,5,1,401520288|401524021,LSU at Ole Miss | Washington at Arizona,loss|win,loss,-1.0,6.518311200284583,5.371036110919599,12.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2023,5,2,401531883|401540158,Texas State at Southern Miss | Grambling at Prairie View A&M,loss|win,loss,-1.0,4.488345674384236,4.042935658429522,9.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2023,6,1,401520308|401540292,Arkansas at Ole Miss | Rhode Island at Brown,win|loss,loss,-1.0,7.596485017667563,5.777013507738943,-7.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2023,6,2,401531884|401531380,Texas State at Louisiana | South Florida at UAB,win|loss,loss,-1.0,4.9423000321716195,4.300594496746748,9.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2023,7,1,401531381|401524034,UAB at UTSA | Oregon at Washington,win|loss,loss,-1.0,5.764864641079553,5.504369441984216,-2.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2023,8,1,401525528|401532602,Boston College at Georgia Tech | Utah State at San José State,loss|win,loss,-1.0,5.409748698363447,5.2555547092179085,0.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2023,8,2,401540254|401525871,Idaho State at Portland State | UCF at Oklahoma,win|win,win,2.6446280991735542,4.714168765472674,4.623256909786795,-7.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2023,10,1,401531910|401524048,Georgia Southern at Texas State | Washington at USC,push|loss,loss,-1.0,6.258886125994136,5.480544211675618,8.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2023,11,1,401525892|401531437,Oklahoma State at UCF | North Texas at SMU,win|win,win,2.6446280991735542,5.874962661236076,4.453605948327004,-9.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2023,12,1,401524060|401540493,Washington at Oregon State | Maine at New Hampshire,win|win,win,2.6446280991735542,6.757936610102777,5.652451139321101,-12.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2023,12,2,401520416|401520409,UL Monroe at Ole Miss | Georgia State at LSU,win|win,win,2.6446280991735542,5.23910426629114,4.934965406293971,-12.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2023,13,1,401520430|401525900,Georgia at Georgia Tech | TCU at Oklahoma,win|loss,loss,-1.0,7.1214629478146065,4.110745959626859,21.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2023,13,2,401531922|401531928,Georgia Southern at App State | South Alabama at Texas State,loss|loss,loss,-1.0,3.702099371367958,3.6397617594538665,28.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2024,1,1,401628319|401634300,Western Kentucky at Alabama | TCU at Stanford,loss|push,loss,-1.0,7.422778174238745,7.002891129269016,1.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2024,1,2,401628328|401628326,Temple at Oklahoma | Eastern Kentucky at Mississippi State,win|loss,loss,-1.0,6.428615100408954,6.031470855628643,-2.0
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2024,2,1,401628342|401643708,Middle Tennessee at Ole Miss | Georgia Southern at Nevada,win|win,win,2.6446280991735542,5.84693530370294,5.513970895048729,-14.75
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2024,2,2,401632068|401635534,Eastern Kentucky at Western Kentucky | Georgia Tech at Syracuse,win|win,win,2.6446280991735542,4.57025533607524,4.40624477419287,-15.25
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2024,3,1,401628360|401636869,Kent State at Tennessee | Oklahoma State at Tulsa,loss|win,loss,-1.0,6.76424189373515,6.447786846822884,0.5
hgb_under_3p5_high_total_2leg_top2_nonoverlap,hgb_under_3p5_high_total,2,2,True,2024,3,2,401628356|401640990,Toledo at Mississippi State | UTEP at Liberty,win|win,win,2.6446280991735542,5.0162311594938735,4.942080326238263,-10.5
