strategy,legs,parlays,graded,wins,losses,pushes,hit_rate,breakeven_hit_rate_at_minus_110_legs,hit_rate_wilson_low,hit_rate_wilson_high,net_units_1u_parlay,roi_per_1u_parlay,avg_abs_pred_edge_per_leg,avg_market_residual_per_leg,base_strategy,season
hgb_under_5p0_consensus__2019,3,194,194,26,168,0,0.13402061855670103,0.1437209804556743,0.09312615773797961,0.1891279283591809,-46.226897069872265,-0.23828297458697045,6.719859886794503,1.5489690721649487,hgb_under_5p0_consensus,2019
hgb_under_5p0_consensus__2020,3,251,251,16,235,0,0.06374501992031872,0.1437209804556743,0.03961439602148448,0.10102826200609033,-139.6731780616078,-0.5564668448669634,7.333487449406238,5.838645418326693,hgb_under_5p0_consensus,2020
hgb_under_5p0_consensus__2021,3,1957,1957,365,1592,0,0.18650996423096577,0.1437209804556743,0.16987222479715888,0.2043760571650353,463.3643876784375,0.23677280923783214,7.116841082429957,-1.4029126213592236,hgb_under_5p0_consensus,2021
hgb_under_5p0_consensus__2022,3,193,193,37,156,0,0.19170984455958548,0.1437209804556743,0.14240583708607246,0.25304715659006094,64.44327573253197,0.33390298307011385,6.774544252348763,-1.5077720207253886,hgb_under_5p0_consensus,2022
hgb_under_5p0_high_total__2016,2,131,131,54,77,0,0.4122137404580153,0.27437641723356004,0.33159355753630504,0.49783593603244525,55.396694214876064,0.42287552835783254,7.335837546795007,-4.301526717557252,hgb_under_5p0_high_total,2016
hgb_under_5p0_high_total__2017,2,104,104,42,62,0,0.40384615384615385,0.27437641723356004,0.3145997514967952,0.49994305944072803,49.07438016528927,0.4718690400508584,7.392302183746659,-2.670673076923077,hgb_under_5p0_high_total,2017
hgb_under_5p0_high_total__2018,2,237,237,95,142,0,0.4008438818565401,0.27437641723356004,0.34051137577400536,0.4643396134238742,98.82644628099177,0.4169892248143113,8.196450248557728,-1.1571729957805907,hgb_under_5p0_high_total,2018
hgb_under_5p0_high_total__2019,2,47,47,12,35,0,0.2553191489361702,0.27437641723356004,0.15253006046383732,0.3950844913992039,-8.471074380165286,-0.18023562510989968,6.734767099494571,2.771276595744681,hgb_under_5p0_high_total,2019
hgb_under_5p0_high_total__2020,2,75,75,18,57,0,0.24,0.27437641723356004,0.15754748728758244,0.3477897965828615,-9.396694214876026,-0.12528925619834702,7.460013564708582,3.276666666666667,hgb_under_5p0_high_total,2020
hgb_under_5p0_high_total__2021,2,177,177,66,111,0,0.3728813559322034,0.27437641723356004,0.3050498185990098,0.4461136305188922,63.545454545454575,0.35901386748844394,7.162279719159286,-3.0324858757062145,hgb_under_5p0_high_total,2021
hgb_under_5p0_high_total__2022,2,65,65,20,45,0,0.3076923076923077,0.27437641723356004,0.20886876704271462,0.4279787205229433,7.892561983471083,0.12142403051493973,6.497036788538896,-2.7115384615384617,hgb_under_5p0_high_total,2022
hgb_under_5p0_high_total__2023,2,11,11,4,7,0,0.36363636363636365,0.27437641723356004,0.15166223614131383,0.6462032231083628,3.5785123966942165,0.32531930879038334,6.368607666648999,-4.704545454545454,hgb_under_5p0_high_total,2023
hgb_under_5p0_high_total__2024,2,22,22,7,15,0,0.3181818181818182,0.27437641723356004,0.1636038735469248,0.5268177721716065,1.776859504132235,0.08076634109691977,6.624209974503881,1.5,hgb_under_5p0_high_total,2024
hgb_under_5p0_high_total__2016,3,187,187,64,123,0,0.3422459893048128,0.1437209804556743,0.27803034567686213,0.4128127409457609,208.60781367392943,1.115549805742938,7.422935012897985,-6.280748663101604,hgb_under_5p0_high_total,2016
hgb_under_5p0_high_total__2017,3,124,124,31,93,0,0.25,0.1437209804556743,0.18207534390170776,0.33294949934180607,91.69571750563489,0.7394815927873781,7.444650535012407,-2.661290322580645,hgb_under_5p0_high_total,2017
