model,threshold,line_provider,games,graded,wins,losses,pushes,hit_rate,hit_rate_minus_breakeven,hit_rate_wilson_low,hit_rate_wilson_high,net_units_1u_each,roi_per_1u,avg_market_residual,avg_abs_pred_edge
ridge,2.5,William Hill (New Jersey),244,242,117,125,2,0.4834710743801653,-0.04033844942935855,0.4212603442626112,0.5461983771254697,-18.636363636363633,-0.07700976709241171,1.0245901639344261,4.189478614766487
ridge,2.5,consensus,2291,2258,1123,1135,33,0.4973427812223206,-0.026466742587203218,0.4767415238041043,0.5179530648885787,-114.0909090909091,-0.05052741766647879,0.1342208642514186,4.699490613977135
ridge,2.5,teamrankings,473,466,225,241,7,0.48283261802575106,-0.04097690578377278,0.43778777575749267,0.5281581941183121,-36.45454545454545,-0.07822863831447523,0.5665961945031712,6.263391520264776
ridge,3.5,Bovada,117,117,58,59,0,0.49572649572649574,-0.028083028083028094,0.40671622435748067,0.5850084797179371,-6.272727272727273,-0.053613053613053616,0.44017094017094016,5.259929826522622
ridge,3.5,Caesars,1,1,0,1,0,0.0,-0.5238095238095238,0.0,0.7934567085261071,-1.0,-1.0,-9.0,3.9916149685643965
ridge,3.5,Caesars Sportsbook (Colorado),19,19,11,8,0,0.5789473684210527,0.05513784461152882,0.36275551465160105,0.7685837960796962,1.9999999999999996,0.10526315789473682,10.157894736842104,4.611705343732669
ridge,3.5,Draft Kings,1,1,1,0,0,1.0,0.47619047619047616,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,15.5,5.006873270380462
ridge,3.5,DraftKings,372,366,196,170,6,0.5355191256830601,0.011709601873536313,0.4843189036112345,0.5859814628159064,8.18181818181818,0.02235469448584202,0.9260752688172043,5.398057453243693
ridge,3.5,ESPN Bet,186,186,98,88,0,0.5268817204301075,0.003072196620583667,0.45531220654551585,0.5973632871292108,1.0909090909090935,0.0058651026392962016,1.456989247311828,6.193292013353792
ridge,3.5,William Hill (New Jersey),155,154,75,79,1,0.487012987012987,-0.03679653679653683,0.40935102131613776,0.5653071169693331,-10.818181818181815,-0.0702479338842975,0.36451612903225805,4.870514164727375
ridge,3.5,consensus,1517,1494,743,751,23,0.49732262382864795,-0.02648689998087589,0.47200813686528326,0.5226508444315374,-75.54545454545453,-0.05056589996349032,0.3045484508899143,5.570377006521836
ridge,3.5,teamrankings,377,371,185,186,6,0.49865229110512127,-0.025157232704402566,0.4480486112479058,0.5492835952094353,-17.818181818181813,-0.04802744425385933,0.5450928381962865,7.08996281838365
ridge,5.0,Bovada,52,52,25,27,0,0.4807692307692308,-0.043040293040293054,0.3510389470288445,0.6131454602947279,-4.2727272727272725,-0.08216783216783216,-0.3269230769230769,6.5163629810952095
ridge,5.0,Caesars Sportsbook (Colorado),4,4,3,1,0,0.75,0.22619047619047616,0.3006360524426366,0.9544139373553637,1.727272727272727,0.43181818181818177,22.375,6.1865980022384734
ridge,5.0,Draft Kings,1,1,1,0,0,1.0,0.47619047619047616,0.20654329147389294,1.0,0.9090909090909091,0.9090909090909091,15.5,5.006873270380462
ridge,5.0,DraftKings,133,133,67,66,0,0.5037593984962406,-0.020050125313283207,0.4198806659491524,0.5874270533408882,-5.090909090909092,-0.038277511961722493,-1.7330827067669172,7.662186123594477
ridge,5.0,ESPN Bet,53,53,35,18,0,0.660377358490566,0.13656783468104217,0.5259453611082096,0.773131371425709,13.818181818181817,0.2607204116638079,3.5377358490566038,11.477465973325273
ridge,5.0,William Hill (New Jersey),58,58,27,31,0,0.46551724137931033,-0.058292282430213505,0.34331815357826717,0.5920004668972703,-6.454545454545455,-0.11128526645768026,0.49137931034482757,6.108927666369329
ridge,5.0,consensus,788,776,385,391,12,0.4961340206185567,-0.02767550319096712,0.4610609164519785,0.5312452134082393,-40.99999999999999,-0.052835051546391745,-0.024111675126903553,6.84136898964148
ridge,5.0,teamrankings,266,262,131,131,4,0.5,-0.023809523809523836,0.4398944459756802,0.5601055540243197,-11.909090909090908,-0.04545454545454545,0.5601503759398496,8.298052254444725
