record_kind,snapshot_timestamp_utc,protocol_version,protocol_sha256,github_event_name,github_event_schedule,github_run_id,github_run_attempt,source_git_sha,official_eligible,official_minimum_lead_minutes,frozen_general_edge,frozen_general_total_min,frozen_fcs_edge,frozen_fcs_total_min,status,decision_reason,research_tags,division_track,model_track,season,week,game_id,start_date,start_time_tbd,away_team,home_team,venue_name,venue_city,venue_state,venue_latitude,venue_longitude,game_indoors,closing_total,line_provider,line_source,line_provider_count,line_total_range,line_total_median,selected_vs_market_median,model_projected_total,pred_market_residual,abs_pred_edge,model_side,temperature_f,dewpoint_f,humidity,wind_mph,wind_gust_mph,precip_probability_pct,precipitation,snowfall,weather_summary,nws_status,nws_office,home_conference,away_conference,home_classification,away_classification,fbs_vs_fbs,status_rank
board_snapshot,2026-09-07T15:55:37.295967Z,2026.3,fdb878165a5023cd135a05bcddd58e04356c77c1650acb11647f9972b55ce049,schedule,17 10 * * 1,34140594792,1,ca5b7fcfd4ed0009204367e92168e4ff444f9998,False,120,3.5,56.0,7.5,56.0,NO PLAY,Model edge is below the 3.5-point production threshold.,,FBS,GENERAL HGB,2026,1,401858212,2026-09-07 23:30:00+00:00,False,SMU,Florida State,Doak Campbell Stadium,Tallahassee,FL,30.4381692,-84.3044032,False,54.5,DraftKings,CFBD,2,0.0,54.5,0.0,54.98209426693937,0.4820942669393737,0.4820942669393737,over,84.0,75.0,74.0,3.452337276,8.055453644,29.0,0.1699999999999999,0.0,Measurable precipitation forecast,ok,TAE,ACC,ACC,fbs,fbs,True,3
