protocol_version,protocol_sha256,challenger_config_sha256,challenger_version,graded_paired_games,prospective_signal,baseline_qualifiers,baseline_wins,baseline_losses,baseline_pushes,baseline_hit_rate,baseline_roi_per_1u,baseline_avg_clv_points,challenger_qualifiers,challenger_wins,challenger_losses,challenger_pushes,challenger_hit_rate,challenger_roi_per_1u,challenger_avg_clv_points
joint-core-eval-2026.2,4d02db80c7f8a9a6a9f2d97a1e94aeb08ea01d5dd5cf7824e96ea63de241892e,8e34f383605caffc7734fe46c4ae309324759e61300e5a2c72637d989a17dc71,joint-core-weather-context-hgb-v0.1,0,INSUFFICIENT_SAMPLE,0,0,0,0,,,,0,0,0,0,,,
