test_season,model,paired_games,mae,mae_delta_vs_baseline,rmse,signed_projection_bias
2024,along_alignment,691,12.833665325862482,0.005562708771899673,16.375009657738122,-0.7084438710170553
2024,alignment_pair,691,12.76263539953029,-0.06546721756029167,16.305373489723635,-0.6256861291327775
2024,joint_core,691,12.804207407960087,-0.02389520913049231,16.400507966718912,-0.9590720235873481
2025,baseline,704,12.396923759230674,0.0,15.41222410340725,0.10404471257245279
2025,along_magnitude,704,12.404291524293342,0.007367765062665321,15.425229313216395,0.09701379786940417
2025,cross_magnitude,704,12.380052726554611,-0.016871032676064303,15.369695369043555,0.1052976190486581
2025,vector_magnitude,704,12.386917399525714,-0.010006359704961268,15.380453113794598,0.10287310496509473
2025,along_alignment,704,12.411698683920338,0.014774924689664055,15.429339737564094,0.08855975930754122
2025,alignment_pair,704,12.411698683920338,0.014774924689664055,15.429339737564094,0.08855975930754122
2025,joint_core,704,12.379018600001457,-0.017905159229214998,15.367449131298107,0.14720471582385805
