feature,season_2022_mean,other_seasons_mean,standardized_mean_difference_2022_minus_others,absolute_standardized_shift
temperature_anomaly_f,-0.20645832269138387,0.8013177082309049,-0.10341411815354275,0.10341411815354275
closing_total,54.36785714285714,54.876395808280364,-0.06277816522966907,0.06277816522966907
temperature_f,65.12257142857143,66.07390482734925,-0.06146611106918464,0.06146611106918464
wind_mph,8.064428571428572,7.881068544923553,0.036418319664395654,0.036418319664395654
crosswind_mph,5.072064646724332,4.918210363521995,0.035738949435471803,0.035738949435471803
alongwind_mph,5.201802073683214,5.083055243407751,0.027246370872304082,0.027246370872304082
along_alignment,0.6548372351643553,0.6515687422847332,0.010593480620831437,0.010593480620831437
wind_field_angle_deg,43.13167078108473,43.40470105916299,-0.010289934766302744,0.010289934766302744
wind_local_percentile,0.4859916801100859,0.4834190298414567,0.008766043945323366,0.008766043945323366
