week,games,baseline_mae,challenger_mae,challenger_minus_baseline_mae
1,37,11.84989428420966,11.795103680981665,-0.05479060322799434
2,45,11.083320004282742,11.172577131991563,0.08925712770882122
3,51,14.635751130437516,14.623599121783752,-0.012152008653764312
