protocol_version,protocol_sha256,challenger_version,graded_paired_games,through_week,baseline_mae,challenger_mae,challenger_minus_baseline_mae,mae_delta_bootstrap_ci_low,mae_delta_bootstrap_ci_high,baseline_rmse,challenger_rmse,baseline_mean_signed_error,challenger_mean_signed_error,status_disagreements,qualifier_disagreements,scorable_status_migrations,correct_status_migrations,status_migration_accuracy,mean_crosswind_mph,median_crosswind_mph,baseline_qualifiers,baseline_wins,baseline_losses,baseline_pushes,baseline_hit_rate,baseline_roi_per_1u,baseline_avg_clv_points,challenger_qualifiers,challenger_wins,challenger_losses,challenger_pushes,challenger_hit_rate,challenger_roi_per_1u,challenger_avg_clv_points
orientation-eval-2026.3,a70de8066dda9e2e525f93d7647a1c57bef9c7c2cb9e70bc30da1575cb94699e,orientation-crosswind-hgb-v0.1,133,3,12.65878794256236,12.669085431179798,0.010297488617437622,-0.06477824441462988,0.08231545621997025,16.022845664052017,15.996782533300498,-0.8017977700305511,-0.8224533969900244,0,0,0,0,,3.7216841374696714,3.2144210793774133,0,0,0,0,,,,0,0,0,0,,,
