captured_at_utc,github_event_name,github_event_schedule,github_run_id,github_run_attempt,github_sha,evaluation_protocol_version,evaluation_protocol_sha256,official_evaluation_eligible,entry_lead_minutes,challenger_version,research_only,orientation_ready,season,week,game_id,start_date,away_team,home_team,venue_id,venue_name,division_track,closing_total,line_provider,baseline_status,baseline_pred_market_residual,model_projected_total,challenger_status,challenger_pred_market_residual,challenger_projected_total,challenger_abs_edge,challenger_minus_baseline_edge,status_changed,temperature_f,humidity,precipitation,wind_mph,wind_gust_mph,shadow_wind_direction_degrees,field_axis_deg,axis_uncertainty_deg,wind_field_angle_deg,crosswind_mph,alongwind_mph,nws_status,shadow_weather_status,weather_summary
2026-09-07T15:55:42.670317+00:00,schedule,17 10 * * 1,34140594792,1,ca5b7fcfd4ed0009204367e92168e4ff444f9998,orientation-eval-2026.2,c2fa1b1aaf967fb49d4f335564e11a2d2918fd41c77a7790c7b3877c5146d1ce,False,454.28882805,orientation-crosswind-hgb-v0.1,True,True,2026,1,401858212,2026-09-07 23:30:00+00:00,SMU,Florida State,3697.0,Doak Campbell Stadium,FBS,54.5,DraftKings,NO PLAY,0.4820942669393737,54.98209426693937,NO PLAY,0.531517252989551,55.03151725298955,0.531517252989551,0.04942298605017731,False,84.0,74.0,0.1699999999999999,3.452337276,8.055453644,70.0,135.22482562928116,1.874675346161188,65.22482562928116,3.1345811746998136,1.4467320161234563,ok,ok,Measurable precipitation forecast
