game_id,matchup,status,reason
401866625,Western Carolina @ Campbell,POSTPONED / STALE,"Original Saturday qualifier is stale after weather postponement to Sunday at 10:00 AM CT. The official Saturday prospective record remains unchanged; use the separate postponement diagnostic for the rescheduled kickoff."
