record_kind,snapshot_timestamp_utc,protocol_version,protocol_sha256,github_event_name,github_event_schedule,github_run_id,github_run_attempt,source_git_sha,official_eligible,season,week,game_id,start_date,away_team,home_team,division_track,closing_total,benchmark_close_total,line_provider,line_source,line_provider_count,line_total_min,line_total_max,line_total_median,line_total_range,selected_vs_market_median,capture_lead_minutes,home_classification,away_classification
close_capture,2026-09-18T22:35:17.331689Z,2026.5,6896b9770568baf57f8d4375019ad98ddc2fe7b2f1a2dabc8374b28193757625,schedule,"15,45 14-23 * * 4,5,6,0,1",35402166934,1,54dcaae27c3c303e76461c75dd1ee1b69eb003f7,False,2026,3,401908593,2026-09-18 23:00:00+00:00,Framingham State,UMass Dartmouth,OTHER,,,,,,,,,,,24.711138516666665,iii,iii
close_capture,2026-09-18T22:35:17.331689Z,2026.5,6896b9770568baf57f8d4375019ad98ddc2fe7b2f1a2dabc8374b28193757625,schedule,"15,45 14-23 * * 4,5,6,0,1",35402166934,1,54dcaae27c3c303e76461c75dd1ee1b69eb003f7,False,2026,3,401858226,2026-09-18 23:30:00+00:00,Miami,Wake Forest,FBS,55.5,55.5,DraftKings,CFBD,2.0,55.5,55.5,55.5,0.0,0.0,54.711138516666665,fbs,fbs
close_capture,2026-09-18T22:35:17.331689Z,2026.5,6896b9770568baf57f8d4375019ad98ddc2fe7b2f1a2dabc8374b28193757625,schedule,"15,45 14-23 * * 4,5,6,0,1",35402166934,1,54dcaae27c3c303e76461c75dd1ee1b69eb003f7,False,2026,3,401856811,2026-09-19 00:00:00+00:00,Houston,Texas Tech,FBS,52.5,52.25,DraftKings,CFBD,2.0,52.0,52.5,52.25,0.5,0.25,84.71113851666668,fbs,fbs
