captured_at_utc,github_event_name,github_event_schedule,github_run_id,github_run_attempt,github_sha,evaluation_protocol_version,evaluation_protocol_sha256,challenger_config_sha256,official_evaluation_eligible,post_freeze_capture,entry_lead_minutes,challenger_version,research_only,joint_core_ready,context_ready,orientation_ready,outdoor,fbs_vs_fbs,season,week,game_id,start_date,away_team,home_team,venue_id,venue_name,division_track,closing_total,line_provider,baseline_status,baseline_pred_market_residual,model_projected_total,challenger_status,challenger_pred_market_residual,challenger_projected_total,challenger_abs_edge,challenger_minus_baseline_edge,status_changed,temperature_f,temperature_context_normal_f,temperature_anomaly_f,venue_latitude,wind_mph,wind_local_percentile,temperature_latitude_interaction,wind_latitude_interaction,shadow_wind_direction_degrees,field_axis_deg,axis_uncertainty_deg,wind_field_angle_deg,crosswind_mph,alongwind_mph,nws_status,shadow_weather_status,weather_summary
2026-09-07T15:55:46.614351+00:00,schedule,17 10 * * 1,34140594792,1,ca5b7fcfd4ed0009204367e92168e4ff444f9998,joint-core-eval-2026.1,098b834330fbd5c8ec066917ac1a9ef23a59e698156e98b9bd67a733f93bf03e,8e34f383605caffc7734fe46c4ae309324759e61300e5a2c72637d989a17dc71,False,True,454.22309415,joint-core-weather-context-hgb-v0.1,True,True,True,True,True,True,2026,1,401858212,2026-09-07 23:30:00+00:00,SMU,Florida State,3697.0,Doak Campbell Stadium,FBS,54.5,DraftKings,NO PLAY,0.4820942669393737,54.98209426693937,NO PLAY,0.03742002791230395,54.537420027912304,0.03742002791230395,-0.4446742390270697,False,84.0,82.95238095238095,1.047619047619051,30.4381692,3.452337276,0.21428571428571427,-0.9558121676190505,0.26067604571428565,70.0,135.22482562928116,1.874675346161188,65.22482562928116,3.1345811746998136,1.4467320161234563,ok,ok,Measurable precipitation forecast
